HBD_cid,HBD_smiles,Vendor Status
74663,C1=C(OC(=C1)CO)CO,True
70286,C1=COC(=C1)CCC(=O)O,True
62901,CCCCCCCCOC(=O)C1=CC=CO1,True
62144,C1=COC(=C1)CSC=O,True
61985,CCCCCCCC(=O)OCC1=CC=CO1,True
61984,CCCCCCOC(=O)C1=CC=CO1,True
61661,COCC1=CC=CO1,True
61658,CC(C)CC(=O)OCC1=CC=CO1,True
61167,CCCC(=O)OCC1=CC=CO1,True
61166,CCC(=O)OCC1=CC=CO1,True
34337,CC1=C(OC=C1)C,True
12174,C1=COC(=C1)C=CC=O,True
15743318,CCCSSCC1=CC=CO1,True
6435826,CCC(=CC1=CC=CO1)C=O,True
5355414,COC(=O)C=CC1=CC=CO1,True
600328,C1=C(OC(=C1)Br)C=O,True
557222,CCCCCC(=O)OCC1=CC=CO1,True
556916,C1=COC(=C1)COC=O,True
234853,C1=C(OC(=C1)Cl)C(=O)O,True
231327,CCCCCCC(=O)C1=CC=CO1,True
154718,C1=C(OC(=C1)C=O)COS(=O)(=O)O,True
83553,CCOC(C1=CC=CO1)OCC,True
76662,CCC(=O)C1=CC=CO1,True
68511,C1=C(OC(=C1)Br)C(=O)O,True
68242,C1=COC(=C1)C(=O)Cl,True
66349,CC(=O)OCC1=CC=C(O1)C=O,True
61168,CCCOC(=O)C=CC1=CC=CO1,True
33640,CCC(C1=CC=CO1)O,True
86290101,C1=C(OC(=C1)C(O)O)C=O,False
14932864,CCC(=CC1=CC=CO1)C=O,False
12281224,CC1=C(OC=C1)C(=O)C,True
12239446,C1=C(OC=C1Br)C(=O)O,True
6537093,CCCOC(=O)C=CC1=CC=CO1,True
6394751,C1=COC(=C1)C(O)O,True
6075631,CC1=CC=C(O1)C=CC(=O)C,True
5705708,C1=COC(=C1)C=CC(=O)C2=CC=CO2,True
5369956,CCCC=CC1=CC=CO1,True
2777521,C1=C(OC(=C1)C(F)(F)F)C(=O)O,True
2756441,C1=COC(=C1)C(CN)O,True
2734355,B(C1=CC=C(O1)C=O)(O)O,True
1715056,C1=COC(=C1)C=CC=O,True
1125227,COCC1=CC=C(O1)C(=O)O,True
819289,C1=COC(=C1)C=CC(=O)N,True
766922,CC1=CC=C(O1)C=CC(=O)O,True
693264,C1=C(OC(=C1)I)C=O,True
557223,CCCCCCC(=O)OCC1=CC=CO1,True
247392,CCC1=CC=C(O1)C(=O)O,True
228593,CCCCCCCC(=O)C1=CC=CO1,True
227197,C1CC(=CC2=CC=CO2)C(=O)C1=CC3=CC=CO3,True
227178,C1=COC(=C1)CCCO,True
219520,C1=COC(=C1)CCl,True
153903,CC1=C(OC=C1)C=O,True
137628,CC1=CC=C(O1)C(=O)OC,True
97951,C1=COC(=C1)C2OC(C(C(O2)C(CO)O)O)CO,False
96461,CC1COC(O1)C2=CC=CO2,True
95368,CCOC(=O)C=CC1=CC=CO1,True
86860,C1=COC(=C1)C(C(=O)O)O,True
80454,CC(C)C(=O)OCC1=CC=CO1,True
80452,CC(C)OC(=O)C1=CC=CO1,True
78127,CC1=C(OC=C1)C(=O)O,True
76993,CC(=C)C(=O)OCC1=CC=CO1,True
75974,C1=COC(=C1)CC(=O)O,True
74711,COCC1=CC=C(O1)C=O,True
74038,CC(=O)C(=O)C1=CC=CO1,True
73881,C=CC1=CC=CO1,True
73846,C1=COC(=C1)C(=O)C(=O)O,True
69203,CC(C)CCOC(=O)C1=CC=CO1,True
69181,CC(=O)OC(C1=CC=CO1)OC(=O)C,True
61210,CCC(=CC1=CC=CO1)C=O,True
42041,CCCCOCC1=CC=CO1,True
19462,CC1=CC(=CO1)C,True
101669210,C1=COC(=C1)COS(=O)(=O)O,False
71587144,CCCCCCCCCC(=O)OCC1=CC=CO1,True
53915682,CC=CC1=CC=CO1,True
53424389,CC=CC(=O)OCC1=CC=CO1,True
22280328,C1=C(OC=C1C(=O)O)C(=O)O,True
20560364,CCC(C)C(=O)OCC1=CC=CO1,True
15877787,C1=COC(=C1)C(=O)C=C(C(=O)O)O,False
15422126,C1=C(OC=C1C(=O)O)CO,True
14595701,C1=C(OC(=C1)Br)CO,True
13793775,CCOCC1=CC=C(O1)CO,True
12772885,C1=COC(=C1)C(F)(F)F,True
12733589,COC(=O)C1=CC=C(O1)CO,True
12648080,CCOCC1=CC=C(O1)C=O,True
12365573,CC(=CC1=CC=CO1)C,True
12283779,COC(=O)C1=CC=C(O1)C=O,True
12260247,CC=CC1=CC=CO1,True
11815465,COC(C1=CC=CO1)OC,True
10330015,CC(=O)OCC1=CC=C(O1)C(=O)O,True
7537665,C1=C(OC(=C1)C(F)(F)F)C=O,True
6435828,CC(=CC1=CC=CO1)C=O,True
5373671,C1=COC(=C1)C=CC2=CC=CO2,True
5356582,C1=COC(=C1)C=C(CC(=O)O)C(=O)O,True
5325137,C1=COC(=C1)C=CC#N,True
5321047,CC=CC#CC#CC=CC1=CC=CO1,True
4603765,C1=COC(=C1)CBr,True
4161539,C1=C(OC(=C1)O)C(=O)O,True
4077187,CC(=O)OCC1=CC=C(O1)COC(=O)C,True
4067587,CCCC(C1=CC=CO1)O,True
3746348,C1=CC=C(C=C1)C(C2=CC=CO2)O,True
3367271,C1=COC(=C1Br)C=O,True
3021406,C1=C(OC(=C1)C#N)CO,True
3014647,CC1=CC=C(O1)C=C,True
3007408,CC(=C)C(=O)C1=CC=CO1,True
2795076,C1=COC(=C1)C(=O)CBr,True
2793719,C1=C(OC(=C1)C(=O)O)C=O,True
2757010,C1=C(OC=C1Br)C=O,True
2734372,B(C1=CC=C(O1)C)(O)O,True
2304674,C1=COC(=C1)COC(=O)CCCC(=O)O,True
1550909,CCOC(=O)C=CC1=CC=CO1,True
960786,C1=CC=C(C=C1)C2=CC=C(O2)CO,True
909932,CC(C)OC(=O)C=CC1=CC=CO1,True
819550,C1=COC(=C1C(=O)O)C(=O)O,True
771108,CCOC1=CC=C(O1)C(=O)O,True
712449,C1=C(OC(=C1)I)C(=O)O,True
580381,CC(=O)C1=CC=C(O1)CO,True
566112,C1=COC(=C1)C(CO)O,True
519466,C1=COC(=C1)C(=O)CO,True
350413,C1=CC=C(C=C1)OC(=O)C2=CC=CO2,True
350231,CC1=C(OC=C1)C(=O)OC,True
263158,C1COC(O1)C2=CC=CO2,True
253052,C=CCC(C1=CC=CO1)O,True
227186,C1=COC(=C1)C=CC(=O)C2=CC=CO2,True
140409,C#CC1=CC=CO1,True
140350,C1=COC(=C1)C(=O)C(F)(F)F,True
107582,CC(=O)C(=CC1=CC=CO1)C(=O)C,True
107243,CC(C1=CC=CO1)O,True
94306,C1C(O1)COCC2=CC=CO2,True
89989,CCC1=CC=C(O1)C=O,True
85710,CCCCCC(C1=CC=CO1)O,True
82699,C=CC(=O)OCC1=CC=CO1,True
61228,CC(=CC1=CC=CO1)C=O,True
30149,C1=CC=C(C=C1)CC2=CC=C(O2)CO,True
23400,CC(CCC1=CC=CO1)O,True
18898,CC(=O)C1=C(C=CO1)O,True
15573,C1C(OC(O1)C2=CC=CO2)CO,True
6208,COC1=CC=C(O1)C=O,True
131752561,CCC=CC#CC(C1=CC=C(O1)C=CC(=O)OC)O,False
86008063,C=CCCCC1=CC=C(O1)C=O,False
71335255,COCC1=CC=C(O1)C(OC)OC,True
71309481,CC1=CC=C(O1)C,True
59959415,CC=CC1=CC=C(O1)C,True
58489131,CC1=CC=C(O1)COC=O,False
57124570,CC(=O)OC(=O)C1=CC=CO1,True
57039325,CCC(=O)C=CC1=CC=CO1,True
56604079,C1=COC(=C1O)C(=O)O,True
53829030,COC(=O)C1=C(C=CO1)Br,True
53792252,C1=COC(=C1)C=CC=CC=O,True
53436607,CCCCCCCCCCCCCC=CC=CC1=CC=CO1,True
53395715,C1=COC(=C1)C=CCO,True
25112658,COC(C1=CC=C(O1)CO)OCC2=CC=C(O2)C=O,False
23545554,CC1=COC(=C1)CO,True
23260938,CCOC1=CC=C(O1)C=O,True
22648394,CC1=C(C(=CO1)O)O,False
22456149,CCOC(=O)C1=C(C=CO1)Br,True
21608018,CC1=CC(=CO1)CO,True
21363887,C1=C(OC(=C1)F)C(=O)O,True
20534504,C1=C(OC=C1CO)CO,True
19422225,CCCCOC1=CC=C(O1)C=O,True
18444664,C1=C(OC=C1CO)C(=O)O,True
16730373,C1=COC(=C1CO)C=O,True
15203085,CC1=C(OC=C1)C=C,True
15174048,C1=COC(=C1)C(=O)C(O)O,True
14980301,CC(=O)C1=CC=C(O1)C=O,True
14092872,C1CC1(C2=CC=CO2)O,True
13930108,C1=COC(=C1)CF,True
13764441,C#CC(=O)C1=CC=CO1,True
13625698,C1=COC(=C1)CCCCC=O,True
13296436,C1=COC(=C1)CCCCCO,True
12733580,C1=C(OC(=C1)C(=O)O)COCC2=CC=C(O2)C(=O)O,True
12711087,CC(=O)OCC1=CC=C(O1)CO,False
12685004,C1=COC(=C1)C(C2=CC=CO2)O,True
12660774,COCC1=CC=C(O1)COC,True
12556270,CC(=O)C(=C)C(C1=CC=CO1)O,True
12543487,CCOC(=O)C1=CC=C(O1)CO,True
12418903,C1=COC(=C1)C=CC#N,True
12411964,CC(=C)C1=CC=CO1,True
12393022,C1=COC(=C1)C#CC2=CC=CO2,True
12366272,C1=C(OC(=C1)C=O)COCC2=CC=C(O2)C=O,True
12289784,C1=C(OC=C1Br)CO,True
12273925,CC1=COC(=C1)C(=O)O,True
12269171,C1=COC(=C1)COC(=O)CCCCC(=O)OCC2=CC=CO2,True
12261677,C=CC(=O)C1=CC=CO1,True
12239443,COC(=O)C1=CC(=CO1)Br,True
12209187,C1=C(C(=C(O1)C(=O)O)Br)Br,True
12200726,CC1=CC=CO1,True
11971254,C1=C(OC(=C1)C=O)CF,True
11970641,C1=C(OC(=C1)C=O)CI,True
11970491,C1=C(OC(=C1)C=O)CBr,True
11790484,C1=COC(=C1)CCCCCCCC(=O)O,True
11768566,C1=COC(=C1)CCC=O,True
11744835,CC1(OCCO1)C2=CC=CO2,True
11514626,CCCCCCCCCCCCCC=CC1=CC=CO1,False
11499251,CC(=O)CC(C1=CC=CO1)O,True
11480451,C1=COC(=C1)C(=O)S,True
11435181,COC(=O)C1=CC=C(O1)C(=O)O,True
11194308,CC1=C(OC=C1)CO,True
11137388,C1=COC(=C1)C(=O)OCCO,True
11116048,CCC=CC1=CC=CO1,False
11105356,C1=COC(=C1)C#CCO,True
11083896,CCC(C1=CC=CO1)O,True
11062557,CC1=CC=C(O1)C(CC=C)O,True
11030445,C1CCOC(C1)OCC2=CC=CO2,True
10953450,C1=COC(=C1)CC=O,True
10931539,CSC1=CC=C(O1)C=O,True
10909589,C1=COC(=C1)C(CO)O,True
10909588,C1=COC(=C1)C(CO)O,True
10880079,C1=COC(=C1)C(=O)C(Br)Br,True
10877193,C1=COC(=C1)CCCCO,True
10857943,C1=COC(=C1)C=C(Br)Br,True
10607547,C1=C(OC(=C1)CCCO)CCCO,True
7016265,C1=COC(=C1)C(CN)O,True
6502009,CCCC1=CC=C(O1)C=O,True
6437871,C1=COC(=C1)C=C(C(=O)O)S,True
6429279,CC=CC1=CC=C(O1)C,True
6080366,C1=COC(=C1)CC=CC(=O)O,True
6022918,CCCCCC(=CC1=CC=CO1)C=O,True
5472316,C1C(=C(C(=O)C1=O)O)C=CC2=CC=CO2,False
5467932,CCOC(=O)C(=CC1=CC=C(O1)CO)C#N,False
5385392,CC(C)CC(=O)C=CC1=CC=CO1,True
5371129,CC(C)COC(=O)C=CC1=CC=CO1,True
5369957,CCC=CCC1=CC=CO1,True
5354760,CC(=O)C=CC=CC1=CC=CO1,True
5323927,C1C(O1)C2=CC=CO2,True
5318289,C1=C(OC=C1CO)C=O,True
5291297,C1=COC(=C1)C=CC=CC(=O)O,True
5221096,B(C1=COC(=C1)C=O)(O)O,True
5063080,CCOC(=O)C1=CC=C(O1)C,True
4738172,CCOC(=O)CC(C1=CC=CO1)O,True
4056664,C1=C(OC=C1C(F)(F)F)C(=O)O,True
3661874,C1=CC=C(C=C1)OCC2=CC=CO2,True
2779469,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C(C3=CC=CO3)O,True
2777165,CC1=C(C=CO1)CO,True
2763029,C1=COC(=C1)CI,True
2760709,C1=COC(=C1)C(C(F)(F)F)O,True
1549252,C1CC(=CC2=CC=CO2)C(=O)C1=CC3=CC=CO3,True
1132893,CCCC1=CC=C(O1)C(=O)O,True
796904,C1COC(=O)C1=CC2=CC=CO2,True
778694,CC(C)(C)C(=O)C=CC1=CC=CO1,True
771107,COC1=CC=C(O1)C(=O)O,True
758260,C1=COC(=C1)C(C(=O)O)O,True
642110,C1=COC(=C1)CCO,True
642107,CC(C1=CC=CO1)O,True
642106,CCC(C1=CC=CO1)O,True
642100,C1=COC=C1CCO,True
605985,CCCCC#CC1=CC=C(O1)C(=O)O,True
588127,COC(C1=CC=C(O1)CO)OC,True
572079,CCC=CCC1=CC=CO1,True
565620,C1CCC(CC1)OC(=O)C2=CC=CO2,True
565305,CC1=CC=C(O1)COC(=O)C,True
565185,C1=COC(=C1)C(=O)OC(=O)C2=CC=CO2,True
530402,C=CCC1=CC=CO1,True
526950,CC1=COC(=C1)C=O,True
414696,C1=COC(=C1)C=CC(=O)C(=O)O,True
358910,C1=C(OC(=C1)C=O)COCCO,True
346652,C1COC(OC1)C2=CC=CO2,True
316259,C=C(C1=CC=CO1)C(=O)O,True
306097,CCOC(=O)OCC1=CC=CO1,True
296874,C1C(COC(O1)C2=CC=CO2)O,True
269685,CCCC(=O)OC(C1=CC=CO1)OC(=O)CCC,True
249285,CCCCC(C1=CC=CO1)O,True
236347,C1=COC(=C1)C=C(C#N)C(=O)O,True
234852,C1=COC(=C1)C=C(C(=O)O)C(=O)O,True
198122,C=CC1=CC=C(O1)C=O,True
175363,CC(C)OC(=O)C=CC1=CC=CO1,True
146325,C1=COC(=C1)C(=O)C=O,True
141624,C1=COC(=C1)C(=O)F,True
135697,C1=C(OC(=C1)O)C=O,True
115891,C1=COC(=C1)C(=O)OCC(Cl)(Cl)Cl,True
115890,C1=COC(=C1)C(=O)OCC(Br)(Br)Br,True
115309,C1=COC(=C1)C=C(C(=O)O)S,True
105645,CCCCCC(=CC1=CC=CO1)C=O,False
98231,C1=COC(=C1)C=CC#N,True
86859,COC(=O)C(C1=CC=CO1)O,True
69202,C1=COC(=C1)COC(=O)C2=CC=CO2,True
37145,C1=COC(=C1)C(=O)C=C(C(F)(F)F)C(F)(F)F,True
136360357,CC1=C(OC(=C1)O)C=O,False
135829664,CC1=CC(=C(C(=O)O1)C(=O)C=CC2=CC=CO2)O,True
135755409,C1=COC(=C1O)C=O,True
131752775,C1CN=CC1=CC2=CC=C(O2)CO,False
131752662,CCCCC#CC(C1=CC=C(O1)C=CC(=O)OC)O,False
131751100,C=CCCCCCCCCCC=CC1=CC=CO1,False
119095145,COCC1=CC=C(O1)OC,True
119082933,B(C1=COC(=C1)C)(O)O,True
118899432,C1=C(OC(=C1)CCCCCCO)CCCCCCO,False
118899429,C1=C(OC(=C1)CO)CCO,False
118563777,CCC(C)OCC1=CC=C(O1)COC(C)CC,False
118515500,CCC(C)OCC1=CC=C(O1)C,False
104072511,CCC(C)OCC1=CC=C(O1)CO,False
101855205,C1=COC(=C1)C=C=O,True
90911620,C=C1C(=C(C(=CC2=CC=CO2)O1)O)O,False
90471631,C=CCCCCCCCCC=CCC1=CC=CO1,False
88913579,C1=COC(=C1)C(=O)CF,False
87401197,C1=COC(=C1CCO)C=O,False
87266587,CC(C#C)(C1=CC=CO1)O,True
87209316,C1=COC(=C1CBr)C=O,False
86702297,C1=COC(=C1)COC(=O)OCC2=CC=CO2,True
86648101,CC(C)(C)OCC1=CC=C(O1)C=O,False
86290066,C1=C(OC(=C1)C(=O)O)C(O)O,True
85747892,CCOC(C1=CC=C(O1)CO)OCC,False
85637459,CC1=COC(=C1)C=C,True
85628153,CCCOCC1=CC=C(O1)COCCC,False
85572938,C1=C(OC(=C1)CCl)CO,True
75053063,CC1=C(C(=O)C(=CC2=CC=C(O2)CO)O1)O,False
72707767,CC(C1=CC=C(O1)CC=C)O,True
72697111,CCCCCC(C(C1=CC=C(O1)C(=O)C)O)O,False
72163425,C1C(CSS1)OC(=O)C2=CC=CO2,False
71441773,C1=C(OC(=C1)COCC2=CC=C(O2)CO)CO,True
71425213,CC1=CC=C(O1)C(=CC=O)C,True
71371005,CC1=CC=C(O1)C=CC2=CC=C(O2)C=O,True
71332486,CCCCOCC1=CC=C(O1)COCCCC,True
71330535,COC(=O)C=CC1=CC=C(O1)C=O,True
70790025,C1=C(OC(=C1)CO)CCC(=O)CCC2=CC=C(O2)CO,False
70790023,CC(=O)CCC1=CC=C(O1)CO,True
70572445,CC(=CC(=O)OCC1=CC=CO1)C,True
69513577,C1=COC(=C1)C(=O)CCCCCCO,True
69513369,CCCCCCCCCC=CC(=O)C1=CC=CO1,True
69033681,CCC1=C(C=CO1)O,True
68488912,COC(=O)C=CC(=O)C1=CC=CO1,True
68132752,COC(C1=CC=CO1)C(=O)O,True
66936330,C1=C(OC(=C1)C=CC(=O)C=CC2=CC=C(O2)CO)CO,False
66936256,CC(=O)C=CC1=CC=C(O1)CO,False
66706167,CC(C(=O)C)OC(=O)C1=CC=CO1,True
66616321,CC(C1=CC=C(O1)CO)O,True
66580868,C1COCC2=C1C=CO2,False
63950180,CCC(C)C(C1=CC=CO1)O,True
60079098,CC(=O)OCC1=CC=C(O1)C=C,False
59259584,CCCCC1=CC=C(O1)C(=O)O,True
58852333,CC(CC1=CC=CO1)O,True
58489132,C1=C(OC(=C1)C=O)COC=O,True
58099153,C1C=CC2=C1C=CO2,False
58064765,CCOC(=O)C1=CC(=CO1)Br,True
57607861,C1=COC(=C1)C(=O)O,True
57596110,CC1=CC=C(O1)C(=O)CO,True
57402321,COC1=CC(=O)OC(=C1)C=CC2=CC=CO2,False
57355884,C1=COC(=C1)C=CC(=O)C(=O)C=CC2=CC=CO2,True
57297812,CC(C)C(=O)C=CC1=CC=CO1,False
57208268,C1=C(OC(=C1)C(=O)O)COC(=O)C2=CC=C(O2)C(=O)O,False
57180571,CCC1=C(OC=C1)C=O,True
57131406,C1=COC(=C1)COC(C2=CC=CO2)O,False
54687643,C=C=CC1=CC=CO1,True
54363056,C1=COC(=C1)C(=O)OCBr,False
54336878,C1=COC(=C1)C=CBr,True
54220383,C1=COC(=C1)C(=O)C=CC(=O)C2=CC=CO2,False
54160801,CC1=CC(=CO1)O,True
54135349,C1=COC(=C1CC(=O)O)C=O,True
54038533,CCCCOC(=O)C=CC1=CC=CO1,True
54025313,CC#CC1=CC=CO1,True
54018643,CC(C)C1=C(OC=C1)C=O,True
53981753,CC=CCC(C1=CC=C(O1)C)O,False
53926970,CC(=CC(=O)C=CC1=CC=CO1)C,True
53918228,CC1=C(OC=C1)C=CC(=O)O,True
53907421,CCC=CC1=CC=CO1,False
53869520,C1C(O1)COC(=O)C=CC2=CC=CO2,False
53806806,CC(=CC1=CC=CO1)C(=O)O,True
53798196,CC1=CC=C(O1)C(C(=O)O)O,True
53683568,C1=COC(=C1)C=CI,True
53411537,CCOC(=O)C(=O)C=CC1=CC=CO1,True
49840030,C1=C(OC(=C1)CCCCCO)CCCCCO,False
46784019,CCOP(=O)(C1=CC=C(O1)C=O)OCC,True
44562592,C1=COC(=C1)C=CC(=CC(=O)C=CC2=CC=CO2)O,False
24861973,CC(=O)C=CC1=CC=C(O1)CO,True
23466543,C=CCCCCOC(=O)C1=CC=CO1,True
23423491,B(C1=C(OC=C1)C(=O)C)(O)O,True
23423216,C1=COC(=C1Cl)C(=O)O,True
23361855,COC1=C(OC=C1)C(=O)O,True
23332032,C1C2=C1OC=C2,False
23322312,CSC1=CC=C(O1)C(=O)O,True
23256955,C1=COC(=C1)C=CC=CC2=CC=CO2,False
23187745,C1=C(OC(=C1)C=O)CCO,True
22593215,C=CC1=C(OC=C1)C=C,True
22473401,C1C=CC2=C(O1)C=CO2,False
22457211,C1=C(OC(=C1)O)CO,True
22368342,C1=COC(=C1F)C=O,True
22298224,CC1=C(OC(=C1)C(C)O)C,True
21987554,C1=COC(=C1CO)CO,True
21909831,C1=COC(=C1)C(=O)OOC(=O)C2=CC=CO2,False
21899738,CCC1=COC(=C1)C=O,True
21822072,C1=COC(=C1)C(=O)O,False
21819746,C1=C(OC=C1C(F)(F)F)C=O,True
21646476,C1=COC(=C1CN)CO,True
21520674,C1=C(OC(=C1)C(=O)O)CC(=O)O,True
21475716,CC1=C(OC(=C1)O)C(=O)O,False
21224573,CCOCC1=CC=C(O1)COCC,False
21126692,C=CC1=C(OC=C1)C=O,True
21093392,C1=COC(=C1)C(CCO)O,True
20678240,C1=COC(=C1S)C=O,False
20623969,C1=C(OC(=C1)C=O)CS,True
20560356,CC1=CC=C(O1)COCC2=CC=CO2,True
20560153,CC1=COC(=C1C)C(=O)O,True
20331306,C#CCC1=CC=CO1,True
20322659,C1=COC(=C1)CC(=O)S,True
20277531,COC(=O)C1=C(OC=C1)C(=O)O,True
20274634,C1=COC(=C1)COC(=O)CCC(=O)OCC2=CC=CO2,True
20274632,C1=COC(=C1)COC(=O)CCCC(=O)OCC2=CC=CO2,True
20262111,CC(COCC1=CC=C(O1)COCC(C)O)O,True
20079669,C#CC1=CC=C(O1)CO,True
20079638,C1=C(OC(=C1)C(F)F)C=O,True
19863878,CC1=C(OC=C1)C=CC(=O)O,True
19856875,C1=COC(=C1)C(=O)OO,True
19796205,C1=COC(=C1)CON,True
19785769,C1=COC(=C1CCl)C=O,False
19744438,C1=CC=C(C=C1)C=CC2=CC=C(O2)CO,False
19704286,CC1=C(C=CO1)O,True
19695800,C1=COC(=C1O)CO,True
19437133,C1=COC(=C1Br)CO,True
19030807,CCCC1=C(OC=C1)C=O,True
19010334,COCCC1=CC=CO1,True
18801354,C1=COC(=C1)C2=CC=C(O2)C(=O)O,True
18617860,C1=COC(=C1)C#CBr,True
18533722,C=COCC1=CC=CO1,True
18414987,CCOP(=O)(CC1=C(OC=C1)C(=O)O)OCC,False
18185268,C1=C(OC=C1O)C(=O)O,True
17888980,C1=C(OC(=C1C=O)C=O)CO,False
17807022,C1=COC(=C1CCl)C(=O)O,False
17756553,COC1=C(OC=C1)C=O,True
17750913,CCC(=O)OCC1=CC=C(O1)C(=O)O,True
16740249,C1=COC(=C1C=O)C(=O)O,True
16641744,B(C1=CC=C(O1)C(=O)O)(O)O,True
16227720,CC1=CC=C(O1)C(C(F)(F)F)O,True
15877788,CC1=CC=C(O1)C(=O)C=C(C(=O)O)O,True
15768305,C1=COC(=C1)C(=O)OC=O,False
15721351,CCCCCCCCCCCCC(C1=CC=CO1)O,True
15589950,CCOC(=O)C1=CC=C(O1)C=O,True
15422122,C1=COC(=C1CO)C(=O)O,True
15356828,COP(=O)(C(C1=CC=CO1)O)OC,True
15273943,CC1=CC(=C(O1)C)O,True
15146945,CN(C)COCC1=CC=CO1,False
15122325,C1CC(OC1)C2=CC=CO2,False
15111900,CC(=S)C1=CC=CO1,True
15048015,CC(C(=O)C1=CC=CO1)O,True
14932918,CN=C(C1=CC=CO1)OC,True
14909778,C1=COC(=C1)C(=O)CCl,True
14866595,CCCCCCCCCCCCCC=CC1=CC=CO1,False
14866594,CCCCCCCCCCCCCCCC=CC1=CC=CO1,False
14608829,C1=COC(=C1)C(=O)OCCl,True
14570731,CCC(C1=CC=C(O1)C)O,True
14561592,CCC(CCC1=CC=CO1)O,True
14490306,CC1=C(C=CO1)CC=O,True
14452620,C1=C(OC=C1I)C=O,True
14413346,C1COC(O1)C2=CC=C(O2)CO,True
14296437,CC(C)COCC1=CC=CO1,False
14293628,CC1=CC=C(O1)C(C#N)O,True
14293627,CC1=CC=C(O1)C(C#N)O,True
14016800,CCCCCCCC(C1=CC=CO1)O,True
13965143,C1=C(OC(=C1)C(=O)O)C(C(=O)O)O,True
13933863,CC1=C(C=CO1)I,True
13840087,COCC=CC1=CC=CO1,True
13814199,C1=COC(=C1C=O)C=O,True
13793778,CCCCOCC1=CC=C(O1)CO,True
13793774,COCC1=CC=C(O1)CO,True
13793773,CCCOCC1=CC=CO1,True
13764439,C#CC(C1=CC=CO1)O,True
13699526,COCC(=O)C1=CC=CO1,True
13636586,COC(=S)C1=CC=CO1,True
13447558,CC1=C(C=CO1)CC(=O)O,True
13442172,C1=COC(=C1)CCCCCC(=O)O,True
13315529,CCC=C(C)C1=CC=CO1,False
13305540,C1=COC(=C1)COC(=O)Cl,True
13153944,COC1=COC(=C1)C(=O)O,True
13140585,C1=COC(=C1)COCCl,True
13114963,COC(=N)C1=CC=CO1,True
13099503,CC(=O)C1=CC=C(O1)C(=O)O,True
13085295,CC(C)C(=O)C=CC1=CC=CO1,True
13045433,CC1=CC=C(O1)I,True
13025621,CC1=CC=C(O1)C(C)O,True
12892885,CCC=CC1=CC=CO1,False
12762312,CCCCCCCCCC(=O)C1=CC=CO1,True
12741722,CCCCCC1=CC=C(O1)C=O,False
12601620,CC(=CC=O)C1=CC=CO1,True
12594357,C1=COC(=C1)CCCCC(=O)O,True
12501908,CC(C)C(C)(C1=CC=CO1)O,True
12474824,CC(=O)CCC(=O)C=CC1=CC=CO1,False
12374804,CC(C)(C)C1=CC=C(O1)CO,True
12374801,CC(C)(C)C(C1=CC=CO1)O,True
12374798,CC(C)CC(C1=CC=CO1)O,True
12343418,C1=COC(=C1)C#CC(=O)O,True
12331111,C1=COC(=C1)C=CC(=O)Cl,True
12317024,C=CC=CC1=CC=CO1,True
12317023,C=C(C=O)C1=CC=CO1,True
12283712,CCOC(=O)C1=CC=C(O1)I,True
12266717,CC(C)CCC(C1=CC=CO1)O,True
12260257,CCCCOC(C1=CC=CO1)OCCCC,False
12260248,CC=CC1=CC=CO1,False
12256197,C=CC1=CC=C(O1)CO,True
12244624,C=COC(=O)C1=CC=CO1,True
12231039,CCOC(=N)C1=CC=CO1,True
12224256,CCC1=C(OC=C1)C,True
12200714,C1=COC(=C1)C(=O)O,False
12200713,C1=COC(=C1)C(=O)O,False
12190041,CC(C)CC1=CC=C(O1)CO,True
12163655,B(C1=CC=C(O1)C(=O)OC)(O)O,True
12007699,CC1=CC=C(O1)C(=O)C=O,True
12007119,COC(=CC(=O)C(F)(F)F)C1=CC=CO1,False
11975680,C=CCCCC1=CC=CO1,False
11788394,CC(C=C)C(C1=CC=CO1)O,True
11745525,CCCCOC(=O)C=CC1=CC=CO1,True
11744801,CCC(=O)C=CC1=CC=CO1,True
11708580,C=CCCCCCCCCCC=CC1=CC=CO1,False
11636827,C#CCOC(=O)C1=CC=CO1,True
11580501,C1=C(OC(=C1)C=CC(=CC(=O)C=CC2=CC=C(O2)CO)O)CO,False
11480992,CC1=CC=C(O1)C(C2CCCCC2)O,True
11469647,CCCCCCC(C1=CC=C(O1)C)O,True
11469170,CC(CC=C)(C1=CC=CO1)O,False
11435253,CCCCCCC#CC1=CC=CO1,False
11423590,CC1=CC=C(O1)CC=O,True
11378619,CC(C)(C)OCC1=CC=CO1,True
11378571,C1=COC(=C1)C(CCl)O,True
11367018,CC=CC(=O)C1=CC=CO1,True
11356360,C1=COC(=C1)C(C(Cl)(Cl)Cl)O,True
11355603,CC(C)C1=COC(=C1)C(=O)O,True
11344095,C1=COC(=C1)C(CCl)O,True
11321328,COC(=O)OCC=CC1=CC=CO1,True
11286496,C=CCOCC1=CC=CO1,True
11252863,B(C1=CC=C(O1)C(OCC)OCC)(O)O,True
11217465,CC(C)(C)OC(=O)C1=CC=CO1,True
11194378,CCC1=C(OC=C1)C(=O)O,True
11171004,C1=COC(=C1)C(=O)CC=O,True
11170965,C1=COC(=C1)C=CCO,True
11126659,C1=C(OC(=C1)C=CC(=O)O)CO,True
11094598,C=CC(C1=CC=CO1)O,True
