HBA_cid,HBA_smiles,Vendor Status,GHS_info,Health Score,SCALED HEALTH,HEALTH PI,Environmental Score,ENV SCALED,ENV PI,HBA_InChIKey,HBA_MolecularFormula,HBA_MolecularWeight,SCALED MW,MW PI,HBA_mp,TOTAL PI,RANK,MIN MW in set,HBA
18843,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],True,"['H302', 'H315', 'H319']",70,86,47.3,0,100.0,18.0,WLCFKPHMRNPAFZ-UHFFFAOYSA-M,C26H56ClN,418.2,22.27164036,6.013342897999999,no mp data,71.3133429,105,,Didodecyldimethylammonium chloride
103099,CCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],True,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,DMKGBWJRTCHMCP-UHFFFAOYSA-M,C25H46ClNO2,428.1,21.75659893,5.87428171,no mp data,71.21519079999999,106,,Benzyldodecylbis(2-hydroxypropyl)ammonium chloride
17248,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[I-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,FBLZDUAOBOMSNZ-UHFFFAOYSA-M,C20H44IN,425.5,21.88954172,5.910176262999999,no mp data,71.21017626,107,,Tetrapentylammonium iodide
78026,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,SYZCZDCAEVUSPM-UHFFFAOYSA-M,C24H52BrN,434.6,21.431201100000003,5.786424297999999,no mp data,71.0864243,108,,Tetrahexylammonium bromide
82489,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,VMJQVRWCDVLJSI-UHFFFAOYSA-M,C28H60ClN,446.2,20.87404751,5.635992827999999,no mp data,70.93599283,109,,Tetraheptylammonium chloride
11503288,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,QLPMKRZYJPNIRP-UHFFFAOYSA-M,C25H54BrN,448.6,20.76237182,5.605840392,no mp data,70.90584039,110,,Methyltrioctylammonium bromide
18669,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,XRWMGCFJVKDVMD-UHFFFAOYSA-M,C26H56BrN,462.6,20.13402508,5.43618677,no mp data,70.73618677,111,,Didodecyldimethylammonium bromide
21449,C[N+](C)(C)CC1=CC=CC=C1.[Br-],True,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100.0,18.0,UUZYBYIOAZTMGC-UHFFFAOYSA-M,C10H16BrN,230.14,40.47101764,10.92717476,no mp data,70.72717476,112,,Benzyltrimethylammonium bromide
66137,C[N+](C)(C)C.[Br-],True,"['H300', 'H315', 'H319', 'H335']",170,66,36.3,0,100.0,18.0,DDFYFBUWEBINLX-UHFFFAOYSA-M,C4H12BrN,154.05,60.46088932,16.32444012,no mp data,70.62444012,113,,Tetramethylammonium bromide
159952,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H314', 'H315', 'H319']",95,81,44.55,0,100.0,18.0,VJGNLOIQCWLBJR-UHFFFAOYSA-M,C19H34ClN,311.9,29.862135300000002,8.062776531,no mp data,70.61277653,114,,Benzyltributylammonium chloride
103275,CCCCCCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],True,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,XURDIXCMWFXRBV-UHFFFAOYSA-M,C29H54ClNO2,484.2,19.23585295,5.193680297,no mp data,70.53458939,115,,Benzyl(hexadecyl)bis(2-hydroxypropyl)ammonium chloride
75056,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,VRKHAMWCGMJAMI-UHFFFAOYSA-M,C24H52IN,481.6,19.339701,5.221719268999999,no mp data,70.52171927,116,,Tetrahexylammonium iodide
78073,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,YQIVQBMEBZGFBY-UHFFFAOYSA-M,C28H60BrN,490.7,18.98104748,5.12488282,no mp data,70.42488282,117,,Tetraheptylammonium bromide
11996614,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,SNNIPOQLGBPXPS-UHFFFAOYSA-M,C32H68ClN,502.3,18.54270356,5.006529962,no mp data,70.30652996,118,,Tetraoctylammonium chloride
92754,CC(C[N+](C)(C)C)OC(=O)C.[Br-],True,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100.0,18.0,MMVPLEUBMWUYIB-UHFFFAOYSA-M,C8H18BrNO2,240.14,38.78570834,10.47214125,no mp data,70.27214125,119,,Methacholine bromide
103101,CCCCCCCCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],True,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,WZQBRQMVLLLQII-UHFFFAOYSA-M,C31H58ClNO2,512.2,18.18430301,4.909761812,no mp data,70.2506709,120,,Benzylbis(2-hydroxypropyl)octadecylammonium chloride
3017829,CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,IRMGVPILCPGYNQ-UHFFFAOYSA-M,C30H64BrN,518.7,17.95642954,4.848235975,no mp data,70.14823597,121,,Dimethylditetradecylammonium bromide
77071,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,KCSOHLKZTZMKQA-UHFFFAOYSA-M,C28H60IN,537.7,17.32192672,4.676920216,no mp data,69.97692022,122,,Tetraheptylammonium iodide
10174260,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[F-],True,['H301'],75,85,46.75,0,100.0,18.0,QGAKFUJUPKPDCN-UHFFFAOYSA-M,C32H68FN,485.9,19.1685532,5.175509364,no mp data,69.92550936,123,,Tetraoctylammonium fluoride
2734117,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,QBVXKDJEZKEASM-UHFFFAOYSA-M,C32H68BrN,546.8,17.03365033,4.5990855889999995,no mp data,69.89908559,124,,Tetraoctylammonium bromide
9808235,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,VIXPKJNAOIWFMW-UHFFFAOYSA-M,C34H72BrN,574.8,16.20389701,4.375052192,no mp data,69.67505219,125,,Dihexadecyldimethylammonium bromide
15859728,CCCC[N+](CCCC)(CCCC)CCCC.[Br-](I)I,True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,HQEJIUVMVREIFY-UHFFFAOYSA-N,C16H36BrI2N,576.18,16.165087300000003,4.364573571,no mp data,69.66457357,126,,CID 15859728
74014,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[I-].[I-],True,['H301'],75,85,46.75,0,100.0,18.0,ARMLJSXXXFXSLQ-UHFFFAOYSA-L,C16H38I2N2,512.3,18.18075346,4.908803435,no mp data,69.65880344,127,,Decamethonium iodide
13743279,CCCCCCCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,NRZQLNALJZURRV-UHFFFAOYSA-M,C33H70IN,607.8,15.32411978,4.13751234,no mp data,69.43751234,128,,Triheptyldodecylammonium iodide
77293,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,PSLWZOIUBRXAQW-UHFFFAOYSA-M,C38H80BrN,631.0,14.76069731,3.9853882730000003,no mp data,69.28538827,129,,Dimethyldioctadecylammonium bromide
75271,CC(=O)OCC[N+](C)(C)C.[I-],True,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100.0,18.0,SMBBQHHYSLHDHF-UHFFFAOYSA-M,C7H16INO2,273.11,34.10347479,9.207938193,no mp data,69.00793819,130,,Acetylcholine iodide
53442637,C[N+](C)(C)CC1=CC=CC=C1.C[N+](C)(C)CC1=CC=CC=C1.C[N+](C)(C)CC1=CC=CC=C1.[Br-].[Br-].[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,KTLFENNEPHBKJD-UHFFFAOYSA-K,C30H48Br3N3,690.4,13.49073001,3.642497103,no mp data,68.9424971,131,,Benzyltrimethylammoniumtribromide
20619,C[N+](C)(C)CC1=CC=CC=C1.[I-],True,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100.0,18.0,LRRJQNMXIDXNIM-UHFFFAOYSA-M,C10H16IN,277.14,33.60756296,9.074042,no mp data,68.874042,132,,Benzyltrimethylammonium iodide
14029864,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Cl-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,KEVJUENWYCMNET-UHFFFAOYSA-M,C48H100ClN,726.8,12.815079800000001,3.460071547,no mp data,68.76007155,133,,Tetradodecylammonium chloride
34061,CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC.[I-].[I-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,UEXRNIUHKWUZFJ-UHFFFAOYSA-L,C34H74I2N2,764.8,12.17834728,3.288153766,no mp data,68.58815377,134,,"Hexamethylenebis(dimethyldodecylammonium), diiodide"
3014871,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,SMEFTBPJZGVAPK-UHFFFAOYSA-M,C48H100BrN,771.2,12.07728216,3.260866183,no mp data,68.56086618,135,,Tetradodecylammonium bromide
76668,C[N+](C)(CC1=CC=CC=C1)C2=CC=CC=C2.[Cl-],True,"['H302', 'H314', 'H400']",75,85,46.75,100,63.63636364,11.45454545,QLRKASHXFNIPLZ-UHFFFAOYSA-M,C15H18ClN,247.76,37.59283177,10.15006458,no mp data,68.35461003,136,,"N-Benzyl-N,N-dimethylanilinium chloride"
12073128,CCCCCCCCCCCCCCCC[N+](CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,RBIRNUUGKIFHKK-UHFFFAOYSA-M,C64H132BrN,995.6,9.355162716,2.5258939330000003,no mp data,67.82589393,137,,Tetrahexadecylammonium bromide
3017419,CCCCCCCCCCCCCCCCCC[N+](CCCCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC.[Br-],True,"['H315', 'H319', 'H335']",70,86,47.3,0,100.0,18.0,BUXYZRAZWWVKDS-UHFFFAOYSA-M,C72H148BrN,1107.9,8.406895929,2.269861901,no mp data,67.5698619,138,,Tetraoctadecylammonium bromide
22833367,C[N+]1(CC=CC=C1)CC2=CC=CC=C2.[Cl-],True,"['H226', 'H314', 'H318', 'H335', 'H400']",100,80,44.0,100,63.63636364,11.45454545,NBNVYJFZJWMHPR-UHFFFAOYSA-M,C13H16ClN,221.72,42.00793794,11.34214324,no mp data,66.7966887,139,,"Pyridinium, methyl-1-(phenylmethyl)-, chloride"
16218603,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC.CCCCCCCCC[N+](C)(CCCCCCCCC)CCCCCCCCC.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-].[Cl-].[Cl-],True,"['H302', 'H314']",75,85,46.75,0,100.0,18.0,RMQKQYWUFZNCMA-UHFFFAOYSA-K,C84H180Cl3N3,1338.7,6.957496077999999,1.8785239409999999,no mp data,66.62852394,140,,Methyltrialkyl(C8-C10)ammonium chloride
61906,CCCCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],True,"['H302', 'H314', 'H400']",75,85,46.75,100,63.63636364,11.45454545,SCXCDVTWABNWLW-UHFFFAOYSA-M,C20H44ClN,334.0,27.88622754,7.529281437000001,no mp data,65.73382689,141,,Octyl decyl dimethyl ammonium chloride
69582,CC[N+](CC)(CC)CC.[F-],True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,56,30.8,0,100.0,18.0,QSUJAUYJBJRLKV-UHFFFAOYSA-M,C8H20FN,149.25,62.40536013,16.84944724,no mp data,65.64944724,142,,Tetraethylammonium fluoride
2735155,CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Cl-],True,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100.0,18.0,WFEXFNMTEBFLMM-UHFFFAOYSA-M,C27H58ClN,432.2,21.55020824,5.818556224,no mp data,65.61855622,143,,Trioctylpropylammonium chloride
23500184,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.[Br-].[Br-].[Br-],True,"['H314', 'H315', 'H319', 'H335']",95,81,44.55,0,100.0,18.0,SFLXUZPXEWWQNH-UHFFFAOYSA-K,C48H108Br3N3,967.1,9.630855133999999,2.600330886,no mp data,65.15033089,144,,Tetra-n-butylammonium tribromide
3015796,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[I-],True,"['H315', 'H319', 'H335', 'H360']",120,76,41.8,0,100.0,18.0,AMUCTDNDAXEAOW-UHFFFAOYSA-M,C25H54IN,495.6,18.79338176,5.074213075,no mp data,64.87421308,145,,Methyltrioctylammonium iodide
66133,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H315', 'H317', 'H319', 'H335', 'H412']",145,71,39.05,50,81.81818182,14.72727273,HTZCNXWZYVXIMZ-UHFFFAOYSA-M,C13H22ClN,227.77,40.89212802,11.04087457,no mp data,64.81814729,146,,Benzyltriethylammonium chloride
177843,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.O.O.[Cl-],True,"['H302', 'H314', 'H400']",75,85,46.75,100,63.63636364,11.45454545,YLPZVNXGKBIJBW-UHFFFAOYSA-M,C23H46ClNO2,404.1,23.04875031,6.223162584,no mp data,64.42770804,147,,Benzyldimethyltetradecylammonium chloride dihydrate
67553,CCCC[N+](CCCC)(CCCC)CCCC.[I-],True,"['H302', 'H315', 'H318', 'H319', 'H335']",145,71,39.05,0,100.0,18.0,DPKBAXPHAYBPRL-UHFFFAOYSA-M,C16H36IN,369.37,25.21590817,6.808295205,no mp data,63.85829521,148,,Tetrabutylammonium iodide
16211652,CC[N+](CC)(CC)CC.O.[F-],True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,56,30.8,0,100.0,18.0,YEKUWOWHPVKTCQ-UHFFFAOYSA-M,C8H22FNO,167.26,55.68575870000001,15.03515485,no mp data,63.83515485,149,,Tetraethylammonium fluoride hydrate
13836,C[N+](C)(C)CCCl.[Cl-],True,"['H302', 'H312', 'H332', 'H316', 'H320', 'H333', 'H371']",230,54,29.7,0,100.0,18.0,UHZZMRAGKVHANO-UHFFFAOYSA-M,C5H13Cl2N,158.07,58.92326185,15.9092807,239,63.60928070000001,150,,Chlormequat chloride
10921,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],True,"['H301', 'H315', 'H319', 'H335']",145,71,39.05,0,100.0,18.0,HLXQFVXURMXRPU-UHFFFAOYSA-L,C16H38Br2N2,418.3,22.26631604,6.011905331,267.7777778,63.06190533,151,,Decamethonium bromide
23274630,CCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H312', 'H314', 'H400']",125,75,41.25,100,63.63636364,11.45454545,BNDXNEVHWSOJGV-UHFFFAOYSA-M,C15H26ClN,255.82,36.40841216,9.830271284,no mp data,62.53481674,152,,Benzylhexyldimethylammonium chloride
13740,CCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H312', 'H314', 'H400']",125,75,41.25,100,63.63636364,11.45454545,PXFDQFDPXWHEEP-UHFFFAOYSA-M,C17H30ClN,283.9,32.80732652,8.857978161,no mp data,61.56252362,153,,Benzyldimethyloctylammonium chloride
7879,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-],True,"['H318', 'H400', 'H410']",25,95,52.25,200,27.27272727,4.909090909,REZZEXDLIUJMMS-UHFFFAOYSA-M,C38H80ClN,586.5,15.88064791,4.287774936,no mp data,61.44686585,154,,Dimethyldioctadecylammonium chloride
10157558,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=C(C=C1)CC.[Cl-],True,"['H226', 'H302', 'H312', 'H314', 'H400']",125,75,41.25,100,63.63636364,11.45454545,QPDOMSFIXQWROY-UHFFFAOYSA-M,C25H46ClN,396.1,23.51426407,6.3488513,no mp data,59.05339675,155,,Tetradecyldimethyl(ethylbenzyl)ammonium chloride
15636465,CCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],True,"['H301', 'H312', 'H314', 'H400']",150,70,38.5,100,63.63636364,11.45454545,JBJPHJWPSMUIJR-UHFFFAOYSA-M,C17H30BrN,328.3,28.37039293,7.660006092000001,no mp data,57.61455155,156,,Benzyldimethyloctylammonium bromide
74236,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],True,"['H302', 'H315', 'H319', 'H335', 'H411', 'H412', 'H260', 'H314']",145,71,39.05,125,54.54545455,9.818181818,JRMUNVKIHCOMHV-UHFFFAOYSA-M,C16H36BrN,322.37,28.89226665,7.800911996,no mp data,56.66909381,157,,Tetrabutylammonium bromide
134813759,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCCC.[Cl-],True,"['H315', 'H318', 'H373', 'H400', 'H411']",85,83,45.65,175,36.36363636,6.545454545,SCKGZBOXILYGNB-UHFFFAOYSA-M,C43H90ClN,656.6,14.18519647,3.8300030460000003,no mp data,56.02545759,158,,Docosyl-dimethyl-nonadecylazanium;chloride
2724282,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Br-],True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,56,30.8,0,100.0,18.0,UDYGXWPMSJPFDG-UHFFFAOYSA-M,C19H34BrN,356.4,26.133557800000002,7.056060606,no mp data,55.85606061,159,,Benzyltributylammonium bromide
31204,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H314', 'H315', 'H318', 'H400', 'H410']",110,78,42.9,200,27.27272727,4.909090909,SFVFIFLLYFPGHH-UHFFFAOYSA-M,C27H50ClN,424.1,21.96180146,5.929686395,no mp data,53.738777299999995,160,,Stearyldimethylbenzylammonium chloride
91822,CCCC[N+](C)(CCCC)CCCC.[Cl-],True,"['H302', 'H312', 'H315', 'H319', 'H335', 'H400', 'H410', 'H413']",170,66,36.3,225,18.18181818,3.272727273,IPILPUZVTYHGIL-UHFFFAOYSA-M,C13H30ClN,235.84,39.49287653,10.66307666,no mp data,50.23580393,161,,Tributylmethylammonium chloride
3014969,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],True,"['H315', 'H319', 'H400', 'H410', 'H302', 'H312', 'H314']",145,71,39.05,200,27.27272727,4.909090909,YSJGOMATDFSEED-UHFFFAOYSA-M,C25H54ClN,404.2,23.043048000000002,6.221622958999999,no mp data,50.18071387,162,,Docosyltrimethylammonium chloride
23705,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],True,"['H301', 'H302', 'H314', 'H315', 'H319', 'H335', 'H400']",220,56,30.8,100,63.63636364,11.45454545,KHSLHYAUZSPBIU-UHFFFAOYSA-M,C21H38BrN,384.4,24.22996878,6.542091571,no mp data,48.79663703,163,,Benzyldodecyldimethylammonium bromide
24952,CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-],True,"['H302', 'H314', 'H315', 'H318', 'H400', 'H410', 'H411']",110,78,42.9,275,0.0,0.0,RSHHCURRBLAGFA-UHFFFAOYSA-M,C30H64ClN,474.3,19.63736032,5.302087287,no mp data,48.20208729,164,,Dimethylditetradecylammonium chloride
15743,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-],True,"['H314', 'H302', 'H315', 'H318', 'H335', 'H400', 'H410']",160,68,37.4,200,27.27272727,4.909090909,ZCPCLAPUXMZUCD-UHFFFAOYSA-M,C34H72ClN,530.4,17.56033183,4.741289593,no mp data,47.0503805,165,,Dihexadecyl dimethyl ammonium chloride
11085061,CC[N+](CC)(CC)CC.F.F.F.[F-],True,"['H290', 'H300', 'H310', 'H314', 'H318', 'H330']",350,30,16.5,0,100.0,18.0,HVDAPPODKZABKP-UHFFFAOYSA-M,C8H23F4N,209.27,44.5070961,12.01691595,no mp data,46.51691595,166,,Tetraethylammonium Fluoride Trihydrofluoride
11790998,CC[N+](CC)(CC)CC.F.F.F.F.[F-],True,"['H290', 'H300', 'H310', 'H314', 'H318', 'H330']",350,30,16.5,0,100.0,18.0,ANODKKTYHRYRDA-UHFFFAOYSA-M,C8H24F5N,229.28,40.62281926,10.968161199999999,no mp data,45.468161200000004,167,,Tetraethylammonium Fluoride Tetrahydrofluoride
21218,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],True,"['H301', 'H315', 'H318', 'H319', 'H400', 'H410', 'H302', 'H314']",195,61,33.55,200,27.27272727,4.909090909,XKBGEWXEAPTVCK-UHFFFAOYSA-M,C25H54ClN,404.2,23.043048000000002,6.221622958999999,no mp data,44.68071387,168,,Methyltrioctylammonium chloride
62581,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-],True,"['H226', 'H301', 'H302', 'H310', 'H314', 'H318', 'H400']",275,45,24.75,100,63.63636364,11.45454545,FARBQUXLIQOIDY-UHFFFAOYSA-M,C18H40ClN,306.0,30.437908500000002,8.218235294,no mp data,44.42278075,169,,Dimethyldioctylammonium chloride
6379,C[N+](C)(C)C.[Cl-],True,"['H300', 'H301', 'H311', 'H315', 'H319', 'H335', 'H370', 'H410', 'H411']",370,26,14.3,175,36.36363636,6.545454545,OKIZCWYLBDKLSU-UHFFFAOYSA-M,C4H12ClN,109.6,84.98175182,22.94507299,420,43.79052754,170,,Tetramethylammonium chloride
8155,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],True,"['H302', 'H311', 'H312', 'H314', 'H318', 'H400', 'H410']",225,55,30.25,200,27.27272727,4.909090909,VBIIFPGSPJYLRR-UHFFFAOYSA-M,C21H46ClN,348.0,26.76436782,7.22637931,no mp data,42.38547022,171,,"1-Octadecanaminium, N,N,N-trimethyl-, chloride"
29563,CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H315', 'H318', 'H319', 'H331', 'H335', 'H400', 'H410']",220,56,30.8,200,27.27272727,4.909090909,UUSQFLGKGQEVCM-UHFFFAOYSA-M,C23H42ClNO2,400.0,23.285,6.28695,108,41.99604091,172,,Benzoxonium chloride
8152,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],True,"['H302', 'H314', 'H315', 'H318', 'H319', 'H335', 'H400', 'H410', 'H411', 'H312']",220,56,30.8,275,0.0,0.0,DDXLVDQZPFLQMZ-UHFFFAOYSA-M,C15H34ClN,263.89,35.29500928,9.529652507,no mp data,40.32965251,173,,Dodecyltrimethylammonium chloride
14250,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],True,"['H302', 'H314', 'H315', 'H318', 'H335', 'H373', 'H400', 'H312', 'H332']",310,38,20.9,100,63.63636364,11.45454545,CXRFDZFCGOPDTD-UHFFFAOYSA-M,C17H38BrN,336.4,27.68727705,7.475564803999999,247.5,39.83011026,174,,Cetrimide
13762,CCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H312', 'H314', 'H400', 'H302+H312', 'H318', 'H315', 'H319', 'H335']",320,36,19.8,100,63.63636364,11.45454545,TTZLKXKJIMOHHG-UHFFFAOYSA-M,C19H34ClN,311.9,29.862135300000002,8.062776531,29-34 ,39.31732199,175,,Benzyldimethyldecylammonium chloride
33917,CCCCCCCCCCCC[N+](C)(C)CC1=CC=C(C=C1)CC.[Cl-],True,"['H302+H312', 'H302', 'H312', 'H314', 'H318', 'H400', 'H410']",250,50,27.5,200,27.27272727,4.909090909,IHDIFQKZWSOIBB-UHFFFAOYSA-M,C23H42ClN,368.0,25.30978261,6.8336413039999995,no mp data,39.24273221,176,,Dodecyl(ethylbenzyl)dimethylammonium chloride
14249,CCCCCCCCCCCC[N+](C)(C)C.[Br-],True,"['H301', 'H302', 'H315', 'H317', 'H319', 'H335', 'H400', 'H410', 'H312', 'H314']",295,41,22.55,200,27.27272727,4.909090909,XJWSAJYUBXQQDR-UHFFFAOYSA-M,C15H34BrN,308.34,30.20691445,8.155866900000001,no mp data,35.61495781,177,,Dodecyltrimethylammonium bromide
8154,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],True,"['H302', 'H314', 'H400', 'H311', 'H315', 'H318', 'H335', 'H410', 'H312', 'H319']",295,41,22.55,200,27.27272727,4.909090909,WOWHHFRSBJGXCM-UHFFFAOYSA-M,C19H42ClN,320.0,29.10625,7.8586875,no mp data,35.31777841,178,,Hexadecyltrimethylammonium chloride
5963,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H301', 'H302', 'H311', 'H315', 'H319', 'H332', 'H341', 'H412', 'H370', 'H373', 'H371']",470,6,3.3,50,81.81818182,14.72727273,KXHPPCXNWTUNSB-UHFFFAOYSA-M,C10H16ClN,185.69,50.15886693,13.54289407,243,31.5701668,179,,Benzyltrimethylammonium chloride
5974,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],True,"['H302', 'H315', 'H318', 'H335', 'H373', 'H400', 'H312', 'H314', 'H319', 'H341', 'H361', 'H370']",420,16,8.8,100,63.63636364,11.45454545,LZZYPRNAOMGNLH-UHFFFAOYSA-M,C19H42BrN,364.4,25.55982437,6.90115258,240,27.15569803,180,,Cetrimonium bromide
11748636,CCCC[N+](CCCC)(CCCC)CCCC.F.F.[F-],True,"['H302', 'H310', 'H312', 'H314', 'H318', 'H330', 'H332', 'H350']",500,0,0.0,0,100.0,18.0,MRXQMNWIADOAJY-UHFFFAOYSA-M,C16H38F3N,301.47,30.8952798,8.341725545,no mp data,26.34172554,181,,Tetrabutylammonium fluoride dihydrofluoride
8753,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],True,"['H302', 'H311', 'H312', 'H314', 'H318', 'H330', 'H400', 'H410', 'H332']",375,25,13.75,200,27.27272727,4.909090909,JBIROUFYLSSYDX-UHFFFAOYSA-M,C21H38ClN,340.0,27.39411765,7.396411765,29-34 ,26.05550267,182,,Benzododecinium chloride
