HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,Environmental Score
102601107,CC(C(C)O)O,True,No GHS data available,100,100
117064339,C(C(CO)O)O,True,No GHS data available,100,100
122199544,C(C(CO)O)O,True,No GHS data available,100,100
124203146,CC(CCO)O,True,No GHS data available,100,100
129390406,CC(C(COC)O)O,True,No GHS data available,100,100
129390408,CC(C(COC)O)O,True,No GHS data available,100,100
130144820,C(C(C(CO)F)O)O,True,No GHS data available,100,100
130624159,CC(C(CO)OC)OC,True,No GHS data available,100,100
130661191,CCOC(CO)COC,True,No GHS data available,100,100
130733089,C(C(C(CO)F)O)O,True,No GHS data available,100,100
130747072,CC(C(CO)OC)OC,True,No GHS data available,100,100
131106649,CC(C(COC)OC)O,True,No GHS data available,100,100
131110186,C(C(COS(=O)(=O)O)O)O,True,No GHS data available,100,100
131178839,C(C(C(CO)F)O)O,True,No GHS data available,100,100
131708659,C(C(C(CO)O)O)O,True,No GHS data available,100,100
134163370,CC(C(C(C)O)O)O,True,No GHS data available,100,100
867,C(C(=O)O)C(=O)O,True,"['H302', 'H315', 'H318', 'H319', 'H335']",145,0
487,CC(C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,0
68152,C(CO)C(=O)O,True,"['H302', 'H315', 'H318', 'H335']",135,0
11686,CC(C)(C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,0
538366,COC(=O)CC(=O)O,True,"['H302', 'H315', 'H319', 'H335']",120,0
18365,C(C(=O)O)(C(=O)O)F,True,"['H302', 'H312', 'H314', 'H332']",175,0
10820511,CC(C(=O)O)C(=O)O,True,"['H302', 'H315', 'H319', 'H332', 'H335']",170,0
274406,C(C(=O)O)(C(=O)O)C(=O)O,True,No GHS data available,100,100
123087,C(C(=O)O)C(=O)O,True,"['H302', 'H312', 'H332']",150,0
20163314,C(C(=O)O)(C(=O)O)I,True,No GHS data available,100,100
16213460,C(C(=O)O)C(=O)O,True,"['H302', 'H318']",75,0
11332425,C(C(=O)O)C(=O)O,True,"['H302', 'H312', 'H332']",150,0
71309289,CC(C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,0
21759313,CC(C(=O)O)(C(=O)O)C(=O)O,True,No GHS data available,100,100
19818022,C(C(=O)O)C(=O)OO,True,No GHS data available,100,100
15696986,C(C(=O)O)(C(=O)O)S,True,No GHS data available,100,100
521147,C(C(C(=O)O)C(=O)O)O,True,No GHS data available,100,100
20549784,C(COO)C(=O)O,True,No GHS data available,100,100
19753733,CC(C(=O)O)(C(=O)O)F,True,No GHS data available,100,100
16213461,C(C(=O)O)C(=O)O,True,No GHS data available,100,100
15176477,COC(=O)C(C(=O)O)F,True,No GHS data available,100,100
12200651,C(C(=O)O)C(=O)O,True,No GHS data available,100,100
92043652,C(C[O])C(=O)O,True,No GHS data available,100,100
117064314,CC(C(=O)O)C(=O)O,True,No GHS data available,100,100
129926185,C(C(=O)O)C(=O)OP(=O)(O)O,True,No GHS data available,100,100
8134,COCCOCCO,True,"['H361d', 'H312', 'H319', 'H361', 'H336', 'H360', 'H373']",310,0
8117,C(COCCO)O,True,"['H302', 'H361', 'H372']",150,0
8172,C(COCCOCCO)O,True,Not classified as a hazardous substance,0,0
8146,CCOCCOCCO,True,"['H302', 'H319', 'H331']",135,0
8019,COCCO,True,"['H226', 'H302', 'H312', 'H332', 'H360FD', 'H302+H312+H332', 'H331', 'H360', 'H303', 'H320', 'H335', 'H336', 'H370', 'H372', 'H316']",705,0
8200,C(COCCOCCOCCO)O,True,['H319'],10,0
8133,CCCCOCCO,True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H318', 'H335', 'H336', 'H227', 'H311', 'H330', 'H361', 'H370', 'H372', 'H373', 'H310']",770,0
8076,CCOCCO,True,"['H226', 'H302', 'H331', 'H360FD', 'H312', 'H332', 'H360', 'H313', 'H320', 'H370', 'H372', 'H303', 'H316']",465,0
8923,CCCCOCCOCCOCCO,True,"['H318', 'H319']",35,0
8190,CCOCCOCCOCCO,True,['H319'],10,0
8178,COCCOCCOCCO,True,"['H315', 'H319']",20,0
78798,C(COCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
62551,C(COCCOCCOCCOCCO)O,True,"['H315', 'H319', 'H335']",70,0
17756,CCCOCCO,True,"['H312', 'H319', 'H226', 'H331', 'H311', 'H370', 'H373']",310,0
17472,C(COCCOCCOCCOCCOCCO)O,True,['H319'],10,0
7996,CC(C)OCCO,True,"['H312', 'H319', 'H332', 'H226', 'H315', 'H320', 'H370', 'H371', 'H372', 'H373']",330,0
90263,COCCOCCOCCOCCO,True,[],0,0
15286,CCCOCC(C)O,True,"['H226', 'H315', 'H319', 'H335', 'H336']",120,0
8087,CC(COCC(C)O)O,True,Not classified as a hazardous substance,0,0
4867,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O,True,['H319'],10,0
11355992,CCCOCCOCCOCCO,True,['H319'],10,0
73791,CCCCOCCOCCOCCOCCO,True,['H319'],10,0
15287,CCOCC(C)O,True,"['H226', 'H336', 'H320', 'H335']",110,0
90255,COCCOCCOCCOCCOCCO,True,No GHS data available,100,100
81313,CCCOCCOCCO,True,['H319'],10,0
79718,C(COCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
62411,C(COCC#CCOCCO)O,True,"['H302', 'H315', 'H319', 'H335', 'H317', 'H373']",195,0
10154203,CC(COCCO)OCCO,True,No GHS data available,100,100
521158,CC(C)COCCO,True,"['H226', 'H302', 'H311', 'H319', 'H331', 'H370']",260,0
81260,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
81248,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
79734,CCOCCOCCOCCOCCO,True,['H319'],10,0
79689,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
19846,CC(C)OCC(C)O,True,"['H226', 'H319']",10,0
90207,COCCOCCOCCOCCOCCOCCO,True,No GHS data available,100,100
78058,CCOCCOCCOCCOCCOCCO,True,No GHS data available,100,100
526555,COCCOCCOCCOCCOCCOCCOCCO,True,No GHS data available,100,100
87168,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
77596,C#CCOCCO,True,"['H302', 'H319', 'H332']",110,0
74516,CCCCOCCOCCOCCOCCOCCO,True,No GHS data available,100,100
13581,C=COCCOCCO,True,No GHS data available,100,100
14765037,C(COCCI)O,True,"['H302', 'H312', 'H315', 'H318', 'H332', 'H335']",235,0
12527511,CCCOCCOCCOCCOCCO,True,No GHS data available,100,100
9920467,C(COCCO)COCCO,True,['H318'],25,0
2723953,CCOCCOCCO,True,['H331'],75,0
656926,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,True,No GHS data available,100,100
247456,CC(COCCOCCO)O,True,No GHS data available,100,100
111036,CCC(C)OCCO,True,No GHS data available,100,100
81639,C#CCOCCOCCO,True,"['H315', 'H319']",20,0
9771,C(COCCOCCF)O,True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,0
