HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,Environmental Score
12547497,C1=CC(=CC=C1C(=O)CCCCC(=O)O)F,True,No GHS data available,100,100
12543594,COC(=O)C1(CCC1)C2=CC=CC=C2,True,No GHS data available,100,100
12536674,C1=CC=C(C=C1)C(C=O)O,True,No GHS data available,100,100
12535351,C=C(C1=CC=CC=C1)C2=CC=CC=C2C(=O)O,True,No GHS data available,100,100
12525866,C1=CC=C(C(=C1)CCC2=CC=CC=C2C(=O)O)C(=O)O,True,No GHS data available,100,100
12515647,C1CC2=CC=CC=C2C(C3=CC=CC=C31)C(=O)O,True,No GHS data available,100,100
12506542,CCOC(=O)CC(C1=CC=CC=C1)C(C)C,True,No GHS data available,100,100
12506541,CCCC(CC(=O)OCC)C1=CC=CC=C1,True,No GHS data available,100,100
12489858,C1C2=CC=CC=C2C=C1CC(=O)O,True,No GHS data available,100,100
12484125,C1=CC=C(C=C1)CC(CC(=O)O)C2=CC=CC=C2,True,No GHS data available,100,100
12482183,COC(=O)C1=CCCC2=CC=CC=C21,True,No GHS data available,100,100
12473720,CC(C)C(CCC1=CC=CC=C1)C(=O)O,True,"['H315', 'H318', 'H335']",85,0
12469207,C1C(C1(C(=O)O)Cl)C2=CC=CC=C2,True,No GHS data available,100,100
12466082,C1=CC=C(C=C1)CC2=C(C(=O)C2=O)O,True,No GHS data available,100,100
12462821,COC(=O)C(CC(=O)O)C1=CC=CC=C1,True,No GHS data available,100,100
12462818,COC(=O)C(CC=O)C1=CC=CC=C1,True,No GHS data available,100,100
12458823,CC1=CC=C(C=C1)C(C(=O)O)O,True,['H318'],25,0
12436728,C1=CC=C(C=C1)CC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O,True,No GHS data available,100,100
12433720,CC(=CC1=CC=CC=C1C(=O)O)C,True,No GHS data available,100,100
12432482,C1=CC=C(C=C1)C(=O)OOC(=O)CCCC(=O)O,True,No GHS data available,100,100
12427260,C1=CC=C(C=C1)C(C(=O)N)C(=O)O,True,No GHS data available,100,100
12425371,CC(C)(C)OC(=O)CC(=O)CC1=CC=CC=C1,True,No GHS data available,100,100
12423106,CC(CC1=CC=CC=C1)OC(=O)C,True,No GHS data available,100,100
12423057,CC(C)(CCC(=O)O)C1=CC=CC=C1,True,"['H315', 'H318', 'H335']",85,0
12423053,CC(C)C(CC(=O)OC)C1=CC=CC=C1,True,No GHS data available,100,100
12422083,C1=CC=C(C(=C1)CCCC(=O)O)C(=O)O,True,No GHS data available,100,100
12410694,CC(=CC(=O)C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
12398744,CC1C2=CC=CC=C2C=C1C(=O)O,True,No GHS data available,100,100
12397736,C1=CC(=CC(=C1)Cl)C(CC(=O)O)C(=O)O,True,No GHS data available,100,100
12387348,CCCCCCCCCC1=CC=C(C=C1)CC(=O)O,True,No GHS data available,100,100
12387347,CCCCCCCCC1=CC=C(C=C1)CC(=O)O,True,No GHS data available,100,100
12385697,CC1=CC=CC=C1C(=O)C(=O)O,True,No GHS data available,100,100
12384871,C1CCC(C(C1)C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,0
12384807,CCCC(C(=O)C1=CC=CC=C1)O,True,No GHS data available,100,100
12384128,CC(=O)C(CC1=CC=CC=C1)OC(=O)C,True,No GHS data available,100,100
12366398,CCC1=C(C=C(C=C1)CCCC(=O)O)CC,True,No GHS data available,100,100
12364402,C1=CC=C(C=C1)CCC(CCC(=O)O)C(=O)O,True,No GHS data available,100,100
12364114,C=C(C1=CC=CC=C1)C(C(=O)O)O,True,No GHS data available,100,100
12362014,CC1=CC=C(C=C1)CC(=O)OC(C)(C)C,True,No GHS data available,100,100
12361477,CCCCCCCCCCCCCC1=CC=C(C=C1)C(=O)O,True,No GHS data available,100,100
12346698,C1=CC=C(C=C1)C(CCCCC(=O)O)CC(=O)O,True,No GHS data available,100,100
12338407,CC1=CC(=CC=C1)C(=O)C(=O)O,True,No GHS data available,100,100
12337624,CCOC(=O)C(C1=CC=CC=C1)C(C)C,True,No GHS data available,100,100
12335577,CC(=O)C(CO)C1=CC=CC=C1,True,No GHS data available,100,100
12328546,C1=CC=C(C=C1)CC2=CC=CC=C2CC(=O)O,True,No GHS data available,100,100
12322879,C1CC2=CC=CC=C2C1CCC(=O)O,True,No GHS data available,100,100
12300216,CCC(C1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
12300215,CCC(C1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
12287098,CC1(CCC(CC1)C2=CC=CC=C2)C(=O)O,True,No GHS data available,100,100
12286997,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2CCC(=O)O,True,No GHS data available,100,100
12251390,C1CC(CCC1=O)(CC2=CC=CC=C2)C(=O)O,True,No GHS data available,100,100
12247515,CCOC(=O)C(C)CC1=CC=CC=C1,True,No GHS data available,100,100
12245160,CC(C(C1=CC=CC=C1)C(=O)O)O,True,No GHS data available,100,100
12230968,CC1(CC(C(=O)O1)C2=CC=CC=C2)C,True,No GHS data available,100,100
12230967,CCC1CC(C(=O)O1)C2=CC=CC=C2,True,No GHS data available,100,100
12218047,CC(C)(C1=CC=CC=C1)C(=O)C(=O)O,True,No GHS data available,100,100
12216221,C1=CC=C(C=C1)CCC(=O)O,True,No GHS data available,100,100
12210737,C1=CC=C(C=C1)C=CC=C(C2=CC=CC=C2)C(=O)O,True,"['H302', 'H411']",50,75
12198008,C1=CC=C(C=C1)CC(=O)O,True,"['H315', 'H319', 'H335']",70,0
12198006,C1=CC=C(C=C1)CC(=O)O,True,No GHS data available,100,100
12169277,CCOC(=O)CCC1=CC=C(C=C1)CCC(=O)OCC,True,No GHS data available,100,100
12157994,CCC(CC(=O)OCC)C1=CC=CC=C1,True,No GHS data available,100,100
12110116,C1=CC(=C(C(=C1I)C(=O)O)I)I,True,No GHS data available,100,100
12110115,C1=CC(=C(C=C1I)I)C(=O)O,True,No GHS data available,100,100
12086387,C=CCC(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
12077613,C1=CC=C(C=C1)COC(=O)CCCCCCCCCCCO,True,No GHS data available,100,100
12068769,CCOC(=O)C(CBr)C1=CC=CC=C1,True,No GHS data available,100,100
12057122,C=C(CC1=CC=CC=C1)O,True,No GHS data available,100,100
12014820,CCOC(=O)CCC1=CC=C(C=C1)C(C)C,True,No GHS data available,100,100
12013665,C=C(C(C1=CC=CC=C1)O)C(=O)O,True,No GHS data available,100,100
11983405,CCC(C1=CC=CC=C1)C(=O)OCCC2=CC=CC=C2,True,No GHS data available,100,100
11958990,CC(C)C1=C(C(=CC=C1)C(C)C)C(=O)O,True,No GHS data available,100,100
11858535,COC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11832405,CC1=C(C=CC(=C1)CCCCC(=O)O)C2=CC=CC=C2,True,No GHS data available,100,100
11830430,COC(=O)C(CC1=CC=CC=C1)(F)F,True,No GHS data available,100,100
11830208,C=C(CC(=O)C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11819590,COC(=O)CC1=CC(=CC=C1)C=O,True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,0
11816416,CCOC(=O)CCC1=CC=C(C=C1)F,True,No GHS data available,100,100
11816365,CCC(CC1=CC=CC=C1)OC(=O)C,True,No GHS data available,100,100
11805344,C1=CC=C(C=C1)CC(CO)C(=O)O,True,No GHS data available,100,100
11790565,CC(C)(C1=CC2=CC=CC=C2C=C1)C(=O)O,True,No GHS data available,100,100
11790382,CCCCOC(=O)C(=O)C1=CC=CC=C1,True,No GHS data available,100,100
11790325,COC(=O)C1(CCCC1)C2=CC=CC=C2,True,No GHS data available,100,100
11790038,CC(=O)CC(CCC1=CC=CC=C1)O,True,No GHS data available,100,100
11789989,CC(=O)C(CC=C)(C1=CC=CC=C1)O,True,No GHS data available,100,100
11788605,CC(=O)C1=CC=CC(=C1)CC(=O)O,True,No GHS data available,100,100
11770046,C1=CC=C(C=C1)C(=O)OCCCCCCO,True,No GHS data available,100,100
11769583,C1=CC(=C(C=C1F)Cl)CCC(=O)O,True,No GHS data available,100,100
11769351,C=CCC(C1=CC=C(C=C1)C(=O)O)O,True,No GHS data available,100,100
11769101,CCC(=O)C(C)(C1=CC=CC=C1)O,True,No GHS data available,100,100
11769099,CC1=CC=C(C=C1)C(=O)CC(=O)O,True,No GHS data available,100,100
11769050,C=CCCC(=O)CC1=CC=CC=C1,True,No GHS data available,100,100
11746109,COC(=O)C(C1=CC=CC=C1)(Cl)Cl,True,No GHS data available,100,100
11745842,COC(=O)CC(CCC1=CC=CC=C1)O,True,No GHS data available,100,100
11745766,C1CCC(=O)OC(C1)CC2=CC=CC=C2,True,No GHS data available,100,100
11744971,COCC(=O)CC1=CC=CC=C1,True,No GHS data available,100,100
11735538,CCOC(=O)CC1=CC(=CC=C1)F,True,No GHS data available,100,100
11708165,C1=CC=C(C=C1)CC(CC(=O)O)O,True,No GHS data available,100,100
11701169,COC(=O)C1CCCC2=CC=CC=C12,True,No GHS data available,100,100
11672668,C1=CC=C(C=C1)CCO,True,"['H302', 'H319']",60,0
11666058,CCCCCCCCC#CC1=CC=C(C=C1)C(=O)O,True,No GHS data available,100,100
11645550,CC(C)(C1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)F)C(=O)O,True,No GHS data available,100,100
11506785,CCOC(=O)CC1=CC(=C(C=C1F)F)F,True,No GHS data available,100,100
11506569,C1=CC(=CC=C1C(CC(=O)O)O)F,True,No GHS data available,100,100
11499788,C1=CC(=CC(=C1)C(=O)O)CC(CC(=O)O)C(=O)O,True,No GHS data available,100,100
11481060,CCOC(=O)CC1=CC(=CC(=C1)F)F,True,No GHS data available,100,100
11458200,CC(=O)CC(CCC1=CC=CC=C1)O,True,No GHS data available,100,100
11446844,CC(C)C(C)(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11435992,C1=CC=C(C(=C1)CCC(=O)O)CCC(=O)O,True,No GHS data available,100,100
11413226,CCOC(=O)CCC1=CC(=C(C=C1)F)F,True,No GHS data available,100,100
11401792,CCOC(=O)CC(CCC1=CC=CC=C1)O,True,No GHS data available,100,100
11401076,C1CC(=O)OC1CC2=CC=CC=C2,True,No GHS data available,100,100
11389760,CC(C1=CC=C(C=C1)F)C(=O)OC,True,No GHS data available,100,100
11389619,CCC1=C(C=CC(=C1)C(=O)O)F,True,No GHS data available,100,100
11378858,COCOC(=O)CC1=CC=CC=C1,True,No GHS data available,100,100
11345291,C1CC(CC(C1)C(=O)O)C(=O)C2=CC=CC=C2,True,No GHS data available,100,100
11333780,CC(=O)C(CCCC1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
11321734,CC(C)(CC(C1=CC=CC=C1)O)C(=O)O,True,No GHS data available,100,100
11321486,CC(C)OC(=O)C(C1=CC=CC=C1)O,True,No GHS data available,100,100
11321283,CCC1=CC(=CC=C1)C(C)C(=O)O,True,No GHS data available,100,100
11321278,C1=CC=C(C=C1)CC(=O)CC(=O)O,True,No GHS data available,100,100
11298619,C1=CC=C(C=C1)C#CCCCCC(=O)O,True,No GHS data available,100,100
11286922,C#CCC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11286798,CC(CC1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
11275991,CCOC(=O)C(C1=CC(=CC=C1)F)(F)F,True,No GHS data available,100,100
11275176,C1CC2=CC=CC=C2C1C(=O)O,True,"['H302', 'H315', 'H319', 'H335']",120,0
11264019,B(C1=CC=C(C=C1)CC(=O)OC)(O)O,True,No GHS data available,100,100
11263968,CC=CC1=CC=C(C=C1)C(C)C(=O)O,True,No GHS data available,100,100
11252543,COC(=O)C(CCC1=CC=CC=C1)O,True,No GHS data available,100,100
11252327,C1=CC=C(C=C1)CC(CN)C(=O)O,True,No GHS data available,100,100
11252302,C=C(CCC(=O)O)C1=CC=CC=C1,True,No GHS data available,100,100
11252036,C1=CC=C(C=C1)C(C=O)O,True,No GHS data available,100,100
11241195,CC(C)(CC(=O)C(=O)O)C1=CC=CC=C1,True,"['H302', 'H315', 'H319', 'H335']",120,0
11241070,CCOC(=O)CC1=CC(=C(C=C1)F)F,True,No GHS data available,100,100
11229461,CCC(C#N)(C1=CC=CC=C1)C(=O)OC,True,['H361'],50,0
11219601,B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)CC(=O)OC,True,No GHS data available,100,100
11183129,CC(C1=CC(=CC=C1)C(=O)C)C(=O)O,True,No GHS data available,100,100
11171280,C1COC(=O)CC1C2=CC=CC=C2,True,No GHS data available,100,100
11171084,COOC(=O)C1=CC=CC=C1,True,No GHS data available,100,100
11170963,C1=CC=C(C=C1)C(=O)O,True,No GHS data available,100,100
11160932,CC(C)(C1=CC=C(C=C1)C(F)(F)F)C(=O)OC,True,No GHS data available,100,100
11159656,C1=CC=C(C=C1)CCC(C(=O)O)O,True,No GHS data available,100,100
11144671,COC(=O)C(CC1=CC=CC=C1)CC(=O)O,True,No GHS data available,100,100
11137620,C#CCC(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11128984,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC,True,No GHS data available,100,100
11117352,C=C(CCC(=O)O)C1=C(C=C(C=C1)F)F,True,No GHS data available,100,100
11116642,CC(C(C1=CC=CC=C1)O)C(=O)O,True,No GHS data available,100,100
11116616,CC(CC1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
11112309,CC(C)C(C1=CC=C(C=C1)F)C(=O)O,True,No GHS data available,100,100
11107915,C=CCOC(=O)C(C1=CC=CC=C1)Br,True,No GHS data available,100,100
11106576,CC(=O)OC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
11098670,C1=CC(=CC=C1C(=O)CCCCCCC(=O)O)C(F)(F)F,True,No GHS data available,100,100
11097791,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CC(=O)OC,True,No GHS data available,100,100
11095876,CCOC(=O)C(=O)C(C1=CC=CC=C1)F,True,No GHS data available,100,100
11084648,CCOC(=O)C(=C)CC1=CC=CC=C1,True,No GHS data available,100,100
11074826,CCOC(=O)C(CCC#N)C1=CC=CC=C1,True,No GHS data available,100,100
11074605,CCOC(=O)C(C(C)C1=CC=CC=C1)O,True,No GHS data available,100,100
11070524,CCOC(=O)C(C)C1=CC=C(C=C1)C,True,No GHS data available,100,100
11043983,C1=CC=C(C=C1)C(C(=O)O)(C(=O)O)F,True,No GHS data available,100,100
11042729,CCC(C1=CC=CC=C1)(C(=O)OC)C(=O)OC,True,No GHS data available,100,100
11041635,CC(C1=CC=CC=C1)C(=O)OCCO,True,No GHS data available,100,100
11031374,COC(=O)CCCCC(=O)C1=CC=CC=C1,True,No GHS data available,100,100
11030678,CC(=O)OCC(CO)C1=CC=CC=C1,True,No GHS data available,100,100
11030221,COC(=O)C(C1=CC=CC=C1)F,True,No GHS data available,100,100
11030140,C=CC1=CC=C(C=C1)CC(=O)O,True,No GHS data available,100,100
11019724,CC(=C(C1=CC=C(C=C1)F)C(=O)O)C,True,No GHS data available,100,100
10998192,CCC(CC(=O)OCC)C1=CC=CC=C1,True,No GHS data available,100,100
10987599,CC(C)(CC1=CC=C(C=C1)Cl)C(=O)O,True,"['H302', 'H315', 'H319', 'H335']",120,0
10987442,CCCCC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10987436,CC(C)CC1=CC=C(C=C1)CC(=O)OC,True,No GHS data available,100,100
10987094,CCOC(=O)C(=CO)C1=CC=CC=C1,True,No GHS data available,100,100
10979279,C1=C(C=C(C=C1CCC(=O)O)CCC(=O)O)CCC(=O)O,True,No GHS data available,100,100
10976116,CC1=C(C=CC(=C1)F)CCC(=O)O,True,No GHS data available,100,100
10968925,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCCCCCC(=O)O,True,No GHS data available,100,100
10965668,CC1=CC=CC=C1C(=COC)C(=O)OC,True,No GHS data available,100,100
10954853,CC(C)(C(C1=CC=C(C=C1)F)C(=O)O)O,True,No GHS data available,100,100
10954384,C1C(OC(=O)C1O)CC2=CC=CC=C2,True,No GHS data available,100,100
10954341,CC1(CCCC2=CC=CC=C21)C(=O)O,True,"['H315', 'H319', 'H335']",70,0
10954340,CCOC(=O)C(C=C)C1=CC=CC=C1,True,No GHS data available,100,100
10954123,C1=CC=C(C=C1)CC(=O)OCCO,True,No GHS data available,100,100
10953833,C1C(COC1=O)C2=CC=CC=C2,True,No GHS data available,100,100
10943989,COC(=O)C=C(C1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
10943693,CCOC(=O)CCC(C1=CC=CC=C1)O,True,No GHS data available,100,100
10943690,CC1=CC=C(C=C1)C(CC(=O)O)C(=O)O,True,No GHS data available,100,100
10943052,CC(C(C1=CC=CC=C1)O)C(=O)O,True,No GHS data available,100,100
10942984,CC1CC(C(=O)O1)C2=CC=CC=C2,True,No GHS data available,100,100
10931959,C1COC(=O)CC1C2=CC=CC=C2,True,No GHS data available,100,100
10922852,C1=CC(=C(C=C1F)Br)CCC(=O)O,True,No GHS data available,100,100
10921700,CC(=O)OCC(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10910947,CCOC(=O)CC1=CCCC2=CC=CC=C21,True,No GHS data available,100,100
10910599,C1=CC(=C(C=C1Cl)F)CCC(=O)O,True,No GHS data available,100,100
10910284,CC1=CC=C(C=C1)C2=CC(=O)OC2=O,True,No GHS data available,100,100
10910131,C1=CC=C(C=C1)C(=O)CCCCO,True,No GHS data available,100,100
10898981,CC#CC1=CC=CC=C1C(=O)O,True,No GHS data available,100,100
10889046,C1CC(C1)C(C2=CC=CC=C2)(C(=O)O)O,True,No GHS data available,100,100
10889004,CC(C)(C)OC(=O)C(=C)C1=CC=CC=C1,True,No GHS data available,100,100
10885590,CC1=C(C(=C(C(=C1C)C)CC(=O)O)C)C,True,No GHS data available,100,100
10878311,CC1=CC=C(C=C1)C(C)(C)CCC(=O)O,True,No GHS data available,100,100
10877984,CC(CCC1=CC=CC=C1)CC(=O)O,True,No GHS data available,100,100
10867142,COC(=O)C(=C)CCC1=CC=CC=C1,True,No GHS data available,100,100
10866965,CCOC(=O)C(C1=CC=CC=C1)F,True,No GHS data available,100,100
10866842,COC(=O)C(C#N)C1=CC=CC=C1,True,No GHS data available,100,100
10857674,CC(C1=CC=CC=C1)(C(=O)OC)Br,True,No GHS data available,100,100
10856042,CC1=CC=CC=C1C(C)C(=O)OC,True,No GHS data available,100,100
10845958,CCCC1=CC=C(C=C1)CCCC(=O)O,True,No GHS data available,100,100
10845414,CCCOC(=O)C(=O)C1=CC=CC=C1,True,No GHS data available,100,100
10822906,C1=CC=C(C=C1)C#CC2=CC=CC=C2C(=O)O,True,No GHS data available,100,100
10821157,C=CC(CC(=O)O)C1=CC=CC=C1,True,No GHS data available,100,100
10798333,CCC(C1=CC=CC=C1)C(=O)OC(C)C,True,No GHS data available,100,100
10775931,COC(=O)C1(CCC(=O)CC1)C2=CC=CC=C2,True,No GHS data available,100,100
10773356,CCOOC(=O)C1=CC=CC=C1,True,No GHS data available,100,100
10751616,CC(=O)SC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10751417,CCCCC1=CC=C(C=C1)CCCC(=O)O,True,No GHS data available,100,100
10750777,CC(C)(C)OC(=O)C(=O)C1=CC=CC=C1,True,No GHS data available,100,100
10750191,C1CCC(C(=O)C1)(C2=CC=CC=C2)O,True,No GHS data available,100,100
10749862,C1C(C1C(=O)O)C2=CC=C(C=C2)F,True,No GHS data available,100,100
10704948,CCOC(=O)C(CCC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10680458,CCOC(=O)CCCCCC1=CC=CC=C1,True,No GHS data available,100,100
10679785,CC(=O)C(CC1=CC=CC=C1)C(=O)OC,True,No GHS data available,100,100
10658312,CC(C)(C)OC(=O)CC(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10632091,COC(=O)C(=C)C(CO)C1=CC=CC=C1,True,No GHS data available,100,100
10631103,CC(C=CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10607769,CCOC(=O)CC(C)C1=CC=CC=C1,True,No GHS data available,100,100
10584032,COC(=O)C(=O)C(C1=CC=CC=C1)F,True,No GHS data available,100,100
10563066,CCOC(=O)CC1=CC(=CC=C1)CBr,True,No GHS data available,100,100
10558897,C=C=CC(=O)CC1=CC=CC=C1,True,No GHS data available,100,100
10536788,COC(=O)CC1=CC=C(C=C1)C#CCCO,True,No GHS data available,100,100
10536192,COC(=O)C(CCC=C)C1=CC=CC=C1,True,No GHS data available,100,100
10490345,C1=CC=C(C=C1)CC(C2=CC=CC=C2)(C(=O)O)O,True,No GHS data available,100,100
10489431,C1=CC=C(C=C1)CCC2=CC=C(C=C2)C(=O)O,True,No GHS data available,100,100
10487921,C=C(CCCC(=O)O)C1=CC=CC=C1,True,No GHS data available,100,100
10465581,CCC1=CC=C(C=C1)C(C)(C)C(=O)OC,True,No GHS data available,100,100
10443719,C1=CC(=CC=C1C(=CC(=O)O)C(=O)O)Cl,True,No GHS data available,100,100
10442855,C1=CC(=CC=C1C(C(=O)O)S)Cl,True,No GHS data available,100,100
10420314,C1=CC=C(C=C1)CCC(C(=O)O)(F)F,True,No GHS data available,100,100
10419975,CCCC#CC1=CC=CC=C1C(=O)O,True,No GHS data available,100,100
10399031,CCOC(=O)C(C1=CC=CC=C1)C(F)(F)F,True,No GHS data available,100,100
10397656,C1C(CC2=CC=CC=C21)CCC(=O)O,True,No GHS data available,100,100
10397655,CCC(C1=CC=CC=C1)C(=C)C(=O)O,True,No GHS data available,100,100
10376509,C1=CC(=CC(=C1)CBr)CC(=O)O,True,No GHS data available,100,100
10376072,C1=CC=C(C=C1)C(CC(=O)O)C(F)(F)F,True,"['H302', 'H315', 'H319', 'H335']",120,0
10354108,C1=CC=C(C=C1)COCCCCCCC(=O)O,True,No GHS data available,100,100
10313418,C1=CC(=CC(=C1)CCl)CC(=O)O,True,No GHS data available,100,100
10313356,CC(C(=O)C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
10307922,CC(C)C1=CC(=CC=C1)C(C)C(=O)O,True,No GHS data available,100,100
10262968,COC(=O)CC1=CC=C(C=C1)CCCCO,True,No GHS data available,100,100
10241670,C1=CC=C(C=C1)C(=O)CCCCCO,True,No GHS data available,100,100
10241641,C=CCC(C1=CC=CC=C1)(C(=O)O)N,True,No GHS data available,100,100
10219663,CC(C1=CC=C(C=C1)C=O)C(=O)O,True,No GHS data available,100,100
10214457,CC1=C(C=C(C=C1)C(=O)C(=O)O)C,True,No GHS data available,100,100
10192628,CC(C1=CC(=CC=C1)C(C)O)C(=O)O,True,No GHS data available,100,100
10176361,CC1=CC(=C(C=C1)C)C(C)C(=O)O,True,No GHS data available,100,100
10171474,C1=CC=C(C=C1)CC(CC(=O)C(=O)O)(C(=O)O)O,True,No GHS data available,100,100
10085051,CCOC(=O)C(CC1=CC=CC=C1)(CO)C(=O)OCC,True,No GHS data available,100,100
10081832,COC(=O)C(C(=O)C1=CC=CC=C1)(O)O,True,No GHS data available,100,100
10014651,COC(=O)CC1=CC(=CC=C1)CBr,True,No GHS data available,100,100
10012805,CCC(C1=CC=CC=C1)C(=O)OCC,True,No GHS data available,100,100
10012739,C1CC2=CC=CC=C2CC1CC(=O)O,True,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,0
9990026,COC(=O)C(CC#C)C1=CC=CC=C1,True,No GHS data available,100,100
9964424,CCC(C1=CC=CC(=C1)C(C)C(=O)O)O,True,No GHS data available,100,100
9964327,CCC(CCC1=CC=CC=C1)C(=O)O,True,"['H315', 'H318', 'H335']",85,0
9920546,CCCC1=CC(=C(C=C1)C(=O)O)F,True,No GHS data available,100,100
9899322,CC(C)CC1=CC=C(C=C1)CCC(=O)OC,True,No GHS data available,100,100
9877798,C1=CC=C(C=C1)CC(CCC(=O)O)O,True,No GHS data available,100,100
9877717,C1=CC(=CC=C1C(C(=O)O)(F)F)Cl,True,No GHS data available,100,100
9877619,CCOC(=O)C(CC1=CC=CC=C1)O,True,No GHS data available,100,100
9856066,CC(C)(C1=CC=C(C=C1)C(=O)C2CC2)C(=O)O,True,No GHS data available,100,100
9855633,CC1=CC=C(C=C1)C(C)C(=O)OC,True,No GHS data available,100,100
9837178,C1=CC=C(C=C1)CCCC(=O)OCCO,True,No GHS data available,100,100
9834218,C1C(C1C(=O)O)C2=CC(=C(C=C2)F)F,True,No GHS data available,100,100
9834203,C1=CC=C(C=C1)C(=O)OCCCCO,True,No GHS data available,100,100
9815728,C1=CC(=CC=C1C(CCCC(=O)O)O)F,True,No GHS data available,100,100
9813100,CC(=C)C1=CC=C(C=C1)C(=O)C(C)(C)O,True,No GHS data available,100,100
9800518,CC(C)C(C1=CC=C(C=C1)F)C(=O)O,True,No GHS data available,100,100
9794700,CCCC(CCC1=CC=CC=C1)(CC(=O)O)O,True,No GHS data available,100,100
9794278,CC(C)CC1=CC(=CC=C1)C(C)C(=O)O,True,No GHS data available,100,100
9167232,C1CCC(C1)(C2=CC(=CC=C2)C(F)(F)F)C(=O)O,True,No GHS data available,100,100
8167144,CCC(C)(C)C1=CC=C(C=C1)C(=O)O,True,"['H302', 'H315', 'H319']",70,0
8167134,CC(C)(C)C1=CC(=CC(=C1)CC(=O)O)C(C)(C)C,True,No GHS data available,100,100
8033815,CC1=CC=C(C=C1)C(=O)CC(=C)C(=O)O,True,No GHS data available,100,100
8030501,C1=CC=C(C=C1)CC(=N)C(=O)O,True,No GHS data available,100,100
7568437,CC(C1=CC=C(C=C1)Cl)C(=O)O,True,No GHS data available,100,100
7290444,CC(C)C(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
7233172,CC(C)C(C1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
7204861,CCOC(=O)C(C)C1=CC=CC=C1,True,No GHS data available,100,100
7174621,CC1=CC=C(C=C1)C2CC2C(=O)O,True,No GHS data available,100,100
7122916,C1C(COC1=O)CC2=CC=CC=C2,True,No GHS data available,100,100
7122915,C1C(COC1=O)CC2=CC=CC=C2,True,No GHS data available,100,100
7023129,CC(C1=CC=C(C=C1)Cl)C(=O)O,True,No GHS data available,100,100
7018653,CC1=CC=C(C=C1)C2CC2C(=O)O,True,No GHS data available,100,100
7018231,CC(CC1=CC=CC=C1)(C(=O)O)O,True,No GHS data available,100,100
7016279,C1=CC=C(C(=C1)C(C(=O)O)O)F,True,No GHS data available,100,100
7005040,CC(C1=CC=C(C=C1)F)C(=O)O,True,"['H302', 'H312', 'H332']",150,0
7003725,C1=CC=C(C=C1)C(C(=O)O)F,True,No GHS data available,100,100
7000044,C1=CC=C(C=C1)C(C(=O)O)Br,True,No GHS data available,100,100
6993590,COC(=O)C(C1=CC=CC=C1)Br,True,No GHS data available,100,100
6950531,CC(CC(=O)OC)C1=CC=CC=C1,True,No GHS data available,100,100
6943493,CCOC(=O)CC(=S)C1=CC=CC=C1,True,No GHS data available,100,100
6933646,CCOC(=O)C(C)C1=CC=CC=C1,True,No GHS data available,100,100
6816731,C1=CC=C(C=C1)C(=NO)C(=O)O,True,No GHS data available,100,100
6611842,C1C(C1(C2=CC=CC=C2)C(=O)O)C3=CC=CC=C3,True,No GHS data available,100,100
6558851,C=CCC(CC1=CC=CC=C1)C(=O)O,True,No GHS data available,100,100
6497072,CC1=C(C=CC(=C1)CCCC(=O)O)F,True,No GHS data available,100,100
6484221,C1CC1(C2=CC(=CC=C2)F)C(=O)O,True,No GHS data available,100,100
6452774,CC(C)C1=CC=C(C=C1)C(C)CC(=O)O,True,No GHS data available,100,100
