HBA_cid,HBA_smiles,Vendor Status,GHS_info,Health Score,SCALED HEALTH,HEALTH PI,Environmental Score,ENV SCALED,ENV PI,HBA_InChIKey,HBA_MolecularFormula,HBA_MolecularWeight,SCALED MW,MW PI,HBA_mp,TOTAL PI,RANK,MIN MW in set
74724,C[N+](C)(C)CCO.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JJCWKVUUIFLXNZ-UHFFFAOYSA-M,C5H14BrNO,184.07,50.6003151,13.66208508,no mp data,78.96208508,23,
16211989,C[N+](C)(C)CC1=CC=CC=C1.O.[F-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,RQVPEOYSZICMEA-UHFFFAOYSA-M,C10H18FNO,187.25,49.74098798,13.43006676,no mp data,78.73006676,24,
122756,CC[N+](CC)(CC)CC1=CC=CC=C1.[I-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,JWLJBISFJGEYMT-UHFFFAOYSA-M,C13H22IN,319.22,29.17736984,7.877889857,no mp data,78.67788986,25,
16217619,C[N+](C)(C)CCO.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JJCWKVUUIFLXNZ-HGFPCDIYSA-M,C5H14BrNO,188.1,49.51621478,13.36937799,no mp data,78.66937799,26,
44630344,CCCCCCCC[N+](C)(C)CCCCCC.[Br-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,KIEOLZRKTOBVMX-UHFFFAOYSA-M,C16H36BrN,322.37,28.89226665,7.800911996,no mp data,78.600912,27,
3034700,CCCCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,KXUWBDGMGUMNIG-UHFFFAOYSA-M,C27H50ClNO2,456.1,20.42096032,5.513659285,no mp data,78.51365929,28,
45038081,CC(=O)OCC[N+](C)(C)C.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JUGOREOARAHOCO-WWMMTMLWSA-M,C7H16ClNO2,190.71,48.83855068,13.18640868,no mp data,78.48640868,29,
71308987,C[N+](C)(C)CCO.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JJCWKVUUIFLXNZ-KYRNGWDOSA-M,C5H14BrNO,193.13,48.22658313,13.02117745,no mp data,78.32117745,30,
200862,CC[N+]1(CCOC(=O)C1)CC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,RBRYBFQKZYAIQT-UHFFFAOYSA-M,C8H16ClNO2,193.67,48.09211545,12.98487117,no mp data,78.28487117,31,
3083778,CC[N+](C)(CC)CC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,GRVPDGGTLNKOBZ-UHFFFAOYSA-M,C7H18BrN,196.13,47.48891042,12.82200581,no mp data,78.12200581,32,
158451,CCC[N+](C)(C)CC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,BSMDPGZLSUDGEK-UHFFFAOYSA-M,C7H18BrN,196.13,47.48891042,12.82200581,no mp data,78.12200581,32,
71309220,C[N+](C)(C)CCO.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JJCWKVUUIFLXNZ-TYBPHYHNSA-M,C5H14BrNO,197.15,47.24321583,12.75566827,no mp data,78.05566827,34,
76408,CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,APTVNWGLSRAOFJ-UHFFFAOYSA-M,C18H40BrN,350.4,26.58105023,7.176883562,no mp data,77.97688356,35,
6381,C[N+](C)(C)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,RXMRGBVLCSYIBO-UHFFFAOYSA-M,C4H12IN,201.05,46.32678438,12.50823178,no mp data,77.80823178,36,
11009532,CCCC[N+]1(CCCC1)C.[Br-],TRUE,"['H302', 'H319']",60,88,48.4,0,100,18,LCZRPQGSMFXSTC-UHFFFAOYSA-M,C9H20BrN,222.17,41.92285187,11.31917,no mp data,77.71917,37,
6454543,C[N+](C)(CCO)CC1=CC=CC=C1C=C.C=CC1=CC=CC=C1C=C.[Cl-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,DPRMXNMXCFHCAS-UHFFFAOYSA-M,C23H30ClNO,371.9,25.04436677,6.761979027,no mp data,77.56197903,38,
10045219,CCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,TTXDNWCDEIIMDP-UHFFFAOYSA-M,C20H44BrN,378.5,24.60766182,6.644068692,no mp data,77.44406869,39,
24949,CCCCCCCC[N+](C)(C)C.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,AQZSPJRLCJSOED-UHFFFAOYSA-M,C11H26ClN,207.78,44.82625854,12.10308981,no mp data,77.40308981,40,
20316921,CCC[N+](C)(CC)CC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,IJJXIIFMAVRCIW-UHFFFAOYSA-M,C8H20BrN,210.16,44.31861439,11.96602589,no mp data,77.26602589,41,
71309012,C[N+](C)(C)CCCl.[Cl-],TRUE,"['H302', 'H312']",100,80,44,0,100,18,UHZZMRAGKVHANO-KYRNGWDOSA-M,C5H13Cl2N,167.12,55.73240785,15.04775012,no mp data,77.04775012,42,
66125,CC[N+](C)(C)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,ZPEBBUBSCOELHI-UHFFFAOYSA-M,C5H14IN,215.08,43.30481681,11.69230054,no mp data,76.99230054,43,
3014549,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,NUPDFKWZQURWCC-UHFFFAOYSA-M,C11H18ClNO,215.72,43.1763397,11.65761172,no mp data,76.95761172,44,
94530,CC(=C)C(=O)OCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],TRUE,"['H315', 'H317', 'H319']",45,91,50.05,0,100,18,CRGOPMLUWCMMCK-UHFFFAOYSA-M,C15H22ClNO2,283.79,32.82004299,8.861411607,no mp data,76.91141161,45,
79880,CCC[N+](CCC)(CCC)CCC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FBEVECUEMUUFKM-UHFFFAOYSA-M,C12H28ClN,221.81,41.99089311,11.33754114,no mp data,76.63754114,46,
23500174,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-](Br)Br,TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,LSCNDUNMPYESRN-UHFFFAOYSA-N,C16H36Br2ClN,437.7,21.27941512,5.745442084,no mp data,76.54544208,47,
10059492,CCCCCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JYVPKRHOTGQJSE-UHFFFAOYSA-M,C9H22BrN,224.18,41.54697118,11.21768222,no mp data,76.51768222,48,
65551,CC(=O)OCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,ZEHGKSPCAMLJDC-UHFFFAOYSA-M,C7H16BrNO2,226.11,41.19234001,11.1219318,no mp data,76.4219318,49,
87300,C[N+](C)(C)CCO.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FNPBHXSBDADRBT-UHFFFAOYSA-M,C5H14INO,231.08,40.3063874,10.8827246,no mp data,76.1827246,50,
9805153,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,BWNMWDJZWBEKKJ-UHFFFAOYSA-M,C31H58ClN,480.2,19.39608496,5.23694294,no mp data,76.03694294,51,
12767855,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.O.[Cl-],TRUE,['H314'],25,95,52.25,0,100,18,MEAWKEQKQGFJHS-UHFFFAOYSA-M,C27H52ClNO,442.2,21.06286748,5.68697422,no mp data,75.93697422,52,
67803,C[N+](C)(C)C.[F-],TRUE,"['H302', 'H312', 'H315', 'H319', 'H332', 'H335']",220,56,30.8,0,100,18,GTDKXDWWMOMSFL-UHFFFAOYSA-M,C4H12FN,93.14,100,27,no mp data,75.8,53,
16212312,CC[N+](CC)(CC)CC1=CC=CC=C1.O.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,RSSXVMKLXXFFDT-UHFFFAOYSA-M,C13H24ClNO,245.79,37.89413727,10.23141706,no mp data,75.53141706,54,
11726816,CCCC[N+](CCCC)(CCCC)CCCC.O.O.O.[F-],TRUE,"['H314', 'H318']",50,90,49.5,0,100,18,VEPTXBCIDSFGBF-UHFFFAOYSA-M,C16H42FNO3,315.51,29.52045894,7.970523914,no mp data,75.47052391,55,
74964,CCCCCCCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,XCOHAFVJQZPUKF-UHFFFAOYSA-M,C11H26BrN,252.23,36.9266146,9.970185941,no mp data,75.27018594,56,
162073,C[N+](C)(CCOC(=O)C=C)CC1=CC=CC=C1.[Cl-],TRUE,"['H317', 'H319', 'H412']",35,93,51.15,50,81.81818182,14.72727273,ZGCZDEVLEULNLJ-UHFFFAOYSA-M,C14H20ClNO2,269.77,34.52570708,9.321940913,no mp data,75.19921364,57,
6225,CC[N+](CC)(CC)CC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,UQFSVBXCNGCBBW-UHFFFAOYSA-M,C8H20IN,257.16,36.21869653,9.779048063,no mp data,75.07904806,58,
11180877,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[I-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,KGPZZJZTFHCXNK-UHFFFAOYSA-M,C32H68IN,593.8,15.68541596,4.235062311,no mp data,75.03506231,59,
78667,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Cl-],TRUE,"['H314', 'H317']",50,90,49.5,0,100,18,SXAWRMKQZKPHNJ-UHFFFAOYSA-M,C20H44ClN,334,27.88622754,7.529281437,no mp data,75.02928144,60,
5946,CC[N+](CC)(CC)CC.[Cl-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,YMBCJWGVCUEGHA-UHFFFAOYSA-M,C8H20ClN,165.7,56.21001811,15.17670489,no mp data,74.97670489,61,
16739405,CCCCC[N+](CCCC)(CCCC)CCCC.[Br-],TRUE,['H302'],50,90,49.5,0,100,18,SJHCESPLNOBUMO-UHFFFAOYSA-M,C17H38BrN,336.4,27.68727705,7.475564804,no mp data,74.9755648,62,
10825627,CCCCCC[N+](CC)(CC)CC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,NAWZSHBMUXXTGV-UHFFFAOYSA-M,C12H28BrN,266.26,34.98084579,9.444828363,no mp data,74.74482836,63,
71309260,CCC[N+](CCC)(CCC)CCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,BGQMOFGZRJUORO-IDBRGDLFSA-M,C12H28BrN,267.25,34.85126286,9.409840973,no mp data,74.70984097,64,
162303,C[N+](C)(CCO)CCO.[Cl-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,OPVXPOIGBSHXNM-UHFFFAOYSA-M,C6H16ClNO2,169.65,54.90126732,14.82334218,no mp data,74.62334218,65,
6097067,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,YTRIOKYQEVFKGU-UHFFFAOYSA-M,C16H28ClN,269.9,34.50907744,9.317450908,no mp data,74.61745091,66,
3014876,CCCCCCCCCC[N+](CCCCCCCCCC)(CCCCCCCCCC)CCCCCCCCCC.[Br-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,AHNISXOXSNAHBZ-UHFFFAOYSA-M,C40H84BrN,659,14.13353566,3.816054628,no mp data,74.61605463,67,
45050597,CC1=CC(=C(C=C1C)C[N+](C)(C)C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JYBOSHDAHGXPKZ-UHFFFAOYSA-M,C13H22BrN,272.22,34.21497318,9.23804276,no mp data,74.53804276,68,
14619958,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[I-],TRUE,"['H315', 'H319']",20,96,52.8,0,100,18,MSSPASWTWTZPQU-UHFFFAOYSA-M,C38H80IN,678,13.73746313,3.709115044,no mp data,74.50911504,69,
80057,CC[N+](CC)(CC)CCO.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,XQDHXDORJFXNDX-UHFFFAOYSA-M,C8H20INO,273.16,34.09723239,9.206252746,no mp data,74.50625275,70,
5938,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],TRUE,['H370'],50,90,49.5,0,100,18,FAPSXSAPXXJTOU-UHFFFAOYSA-L,C12H30Br2N2,362.19,25.71578453,6.943261824,no mp data,74.44326182,71,
70681,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,NHGXDBSUJJNIRV-UHFFFAOYSA-M,C16H36ClN,277.9,33.51565311,9.04922634,no mp data,74.34922634,72,
16217571,C[N+](C)(C)C.[Cl-],TRUE,"['H301', 'H312', 'H315', 'H319', 'H335']",195,61,33.55,0,100,18,OKIZCWYLBDKLSU-LJJZSEGWSA-M,C4H12ClN,110.59,84.22099647,22.73966905,no mp data,74.28966905,73,
10062191,CCCC[N+](C)(CCCC)CCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,DHAWHVVWUNNONG-UHFFFAOYSA-M,C13H30BrN,280.29,33.22986906,8.972064647,no mp data,74.27206465,74,
3017238,CCCC[N+](CCC)(CCC)CCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,SXUONWAMSFNGTD-UHFFFAOYSA-M,C13H30BrN,280.29,33.22986906,8.972064647,no mp data,74.27206465,74,
16388,CCCCCCCCCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,PLMFYJJFUUUCRZ-UHFFFAOYSA-M,C13H30BrN,280.29,33.22986906,8.972064647,no mp data,74.27206465,74,
20749,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-],TRUE,['H302'],50,90,49.5,0,100,18,UCGJZJXOPSNTGZ-UHFFFAOYSA-M,C22H28BrN,386.4,24.10455487,6.508229814,no mp data,74.00822981,77,
13047371,C[N+]1(CCC2=CC=CC=C2C1)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,JEXHVRQCLSJLRD-UHFFFAOYSA-M,C11H16IN,289.16,32.21054088,8.696846037,no mp data,73.99684604,78,
40887,CC(C1=CC=CC=C1)[N+](C)(C)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,YOCNHAYWAZXNAZ-UHFFFAOYSA-M,C11H18IN,291.17,31.9881856,8.636810111,no mp data,73.93681011,79,
20708,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,CEYYIKYYFSTQRU-UHFFFAOYSA-M,C17H38ClN,291.9,31.90818774,8.615210689,no mp data,73.91521069,80,
16213617,CCC[N+](CCC)(CCC)CCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,BGQMOFGZRJUORO-PJUGJBFXSA-M,C12H28BrN,294.43,31.63400469,8.541181265,no mp data,73.84118127,81,
16212273,CCCC[N+](CCCC)(CCCC)CCCC.O.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FODWRUPJCKASBN-UHFFFAOYSA-M,C16H38ClNO,295.9,31.47685029,8.498749578,no mp data,73.79874958,82,
3026738,CCCCCCC(C)[N+](C)(C)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,IPCZLUGJZALBCS-UHFFFAOYSA-M,C11H26IN,299.24,31.12551798,8.403889854,no mp data,73.70388985,83,
17232,CCCC(=O)OCC[N+](C)(C)C.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,GALNBQVDMJRFGJ-UHFFFAOYSA-M,C9H20INO2,301.17,30.92605505,8.350034864,no mp data,73.65003486,84,
13552200,CC[N+](CC)(CC)CCCBr.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FNKGNRUAIHVWNL-UHFFFAOYSA-M,C9H21Br2N,303.08,30.73116009,8.297413224,no mp data,73.59741322,85,
16211205,CC[N+](CC)(CC)CC.O.[Cl-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,CALLTGJPWMIDPC-UHFFFAOYSA-M,C8H22ClNO,183.72,50.69671239,13.68811234,no mp data,73.48811234,86,
12429,CCC[N+](CCC)(CCC)CCC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,GKXDJYKZFZVASJ-UHFFFAOYSA-M,C12H28IN,313.26,29.73249058,8.027772457,no mp data,73.32777246,87,
9880197,CCCCCCCCCCCC[N+](C)(C)CC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FFGSPQDSOUPWGY-UHFFFAOYSA-M,C16H36BrN,322.37,28.89226665,7.800911996,no mp data,73.100912,88,
76521,CCCC[N+](C)(CCCC)CCCC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,DXJLCRNXYNRGRA-UHFFFAOYSA-M,C13H30IN,327.29,28.4579425,7.683644474,no mp data,72.98364447,89,
6114,CC(C[N+](C)(C)C)OC(=O)C.[Cl-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,JHPHVAVFUYTVCL-UHFFFAOYSA-M,C8H18ClNO2,195.69,47.59568706,12.85083551,no mp data,72.65083551,90,
10919,C[N+](C)(C)CCCCC[N+](C)(C)C.[Br-].[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,GJVFBWCTGUSGDD-UHFFFAOYSA-L,C11H28Br2N2,348.16,26.75206801,7.223058364,no mp data,72.52305836,91,
14859573,C[N+](C)(CCO)CI.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,QTKWCDOGFSRVGS-UHFFFAOYSA-M,C5H13I2NO,356.97,26.09182844,7.04479368,no mp data,72.34479368,92,
16217607,C[N+](C)(C)C.[Br-],TRUE,"['H301', 'H315', 'H319', 'H335']",145,71,39.05,0,100,18,DDFYFBUWEBINLX-KXWZVCIVSA-M,C4H12BrN,166.12,56.06790272,15.13833373,no mp data,72.18833373,93,
10861601,CCCCCCCCCCCC[N+](C)(C)CCCCl.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FCQSEXGTTIULLO-UHFFFAOYSA-M,C17H37BrClN,370.8,25.11866235,6.782038835,no mp data,72.08203883,94,
70086,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,SPALIFXDWQTXKS-UHFFFAOYSA-M,C20H44BrN,378.5,24.60766182,6.644068692,no mp data,71.94406869,95,
31280,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],TRUE,"['H302', 'H315', 'H319']",70,86,47.3,0,100,18,VUFOSBDICLTFMS-UHFFFAOYSA-M,C20H44BrN,378.5,24.60766182,6.644068692,182,71.94406869,95,
6285,CC[N+](CC)(CC)CC.[Br-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,HWCKGOZZJDHMNC-UHFFFAOYSA-M,C8H20BrN,210.16,44.31861439,11.96602589,no mp data,71.76602589,97,
10992774,C[N+](C)(C)CC1=CC=CC=C1.[Br-].BrBr,TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,GSDDWZVWOXMLJZ-UHFFFAOYSA-M,C10H16Br3N,389.95,23.88511348,6.448980639,no mp data,71.74898064,98,
13813470,C[N+](C)(C)CC1=CC=CC=C1.[Br-].[Br-].[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,UZUKVMLVILGNPX-UHFFFAOYSA-K,C10H16Br3N-2,389.95,23.88511348,6.448980639,no mp data,71.74898064,98,
80021,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,ODTSDWCGLRVBHJ-UHFFFAOYSA-M,C24H52ClN,390.1,23.87592925,6.446500897,no mp data,71.7465009,100,
70708,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,SZEMGTQCPRNXEG-UHFFFAOYSA-M,C21H46BrN,392.5,23.72993631,6.407082803,no mp data,71.7070828,101,
2724141,CCCC[N+](CCCC)(CCCC)CCCC.[F-],TRUE,"['H314', 'H318', 'H335']",100,80,44,0,100,18,FPGGTKZVZWFYPV-UHFFFAOYSA-M,C16H36FN,261.46,35.62303985,9.61822076,no mp data,71.61822076,102,
16211866,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,QVGHRPSUYBFXLH-UHFFFAOYSA-M,C19H34IN,403.4,23.08874566,6.233961329,no mp data,71.53396133,103,
16957,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,UMGXUWVIJIQANV-UHFFFAOYSA-M,C22H48BrN,406.5,22.91266913,6.186420664,no mp data,71.48642066,104,
18843,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],TRUE,"['H302', 'H315', 'H319']",70,86,47.3,0,100,18,WLCFKPHMRNPAFZ-UHFFFAOYSA-M,C26H56ClN,418.2,22.27164036,6.013342898,no mp data,71.3133429,105,
103099,CCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],TRUE,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,DMKGBWJRTCHMCP-UHFFFAOYSA-M,C25H46ClNO2,428.1,21.75659893,5.87428171,no mp data,71.2151908,106,
17248,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,FBLZDUAOBOMSNZ-UHFFFAOYSA-M,C20H44IN,425.5,21.88954172,5.910176263,no mp data,71.21017626,107,
78026,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,SYZCZDCAEVUSPM-UHFFFAOYSA-M,C24H52BrN,434.6,21.4312011,5.786424298,no mp data,71.0864243,108,
82489,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,VMJQVRWCDVLJSI-UHFFFAOYSA-M,C28H60ClN,446.2,20.87404751,5.635992828,no mp data,70.93599283,109,
11503288,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,QLPMKRZYJPNIRP-UHFFFAOYSA-M,C25H54BrN,448.6,20.76237182,5.605840392,no mp data,70.90584039,110,
18669,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,XRWMGCFJVKDVMD-UHFFFAOYSA-M,C26H56BrN,462.6,20.13402508,5.43618677,no mp data,70.73618677,111,
21449,C[N+](C)(C)CC1=CC=CC=C1.[Br-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,UUZYBYIOAZTMGC-UHFFFAOYSA-M,C10H16BrN,230.14,40.47101764,10.92717476,no mp data,70.72717476,112,
66137,C[N+](C)(C)C.[Br-],TRUE,"['H300', 'H315', 'H319', 'H335']",170,66,36.3,0,100,18,DDFYFBUWEBINLX-UHFFFAOYSA-M,C4H12BrN,154.05,60.46088932,16.32444012,no mp data,70.62444012,113,
159952,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-],TRUE,"['H302', 'H314', 'H315', 'H319']",95,81,44.55,0,100,18,VJGNLOIQCWLBJR-UHFFFAOYSA-M,C19H34ClN,311.9,29.8621353,8.062776531,no mp data,70.61277653,114,
103275,CCCCCCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],TRUE,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,XURDIXCMWFXRBV-UHFFFAOYSA-M,C29H54ClNO2,484.2,19.23585295,5.193680297,no mp data,70.53458939,115,
75056,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,VRKHAMWCGMJAMI-UHFFFAOYSA-M,C24H52IN,481.6,19.339701,5.221719269,no mp data,70.52171927,116,
78073,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,YQIVQBMEBZGFBY-UHFFFAOYSA-M,C28H60BrN,490.7,18.98104748,5.12488282,no mp data,70.42488282,117,
11996614,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,SNNIPOQLGBPXPS-UHFFFAOYSA-M,C32H68ClN,502.3,18.54270356,5.006529962,no mp data,70.30652996,118,
92754,CC(C[N+](C)(C)C)OC(=O)C.[Br-],TRUE,"['H302', 'H315', 'H319', 'H335']",120,76,41.8,0,100,18,MMVPLEUBMWUYIB-UHFFFAOYSA-M,C8H18BrNO2,240.14,38.78570834,10.47214125,no mp data,70.27214125,119,
103101,CCCCCCCCCCCCCCCCCC[N+](CC1=CC=CC=C1)(CC(C)O)CC(C)O.[Cl-],TRUE,"['H314', 'H411']",25,95,52.25,75,72.72727273,13.09090909,WZQBRQMVLLLQII-UHFFFAOYSA-M,C31H58ClNO2,512.2,18.18430301,4.909761812,no mp data,70.2506709,120,
3017829,CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,IRMGVPILCPGYNQ-UHFFFAOYSA-M,C30H64BrN,518.7,17.95642954,4.848235975,no mp data,70.14823597,121,
77071,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,KCSOHLKZTZMKQA-UHFFFAOYSA-M,C28H60IN,537.7,17.32192672,4.676920216,no mp data,69.97692022,122,
10174260,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[F-],TRUE,['H301'],75,85,46.75,0,100,18,QGAKFUJUPKPDCN-UHFFFAOYSA-M,C32H68FN,485.9,19.1685532,5.175509364,no mp data,69.92550936,123,
2734117,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],TRUE,"['H315', 'H319', 'H335']",70,86,47.3,0,100,18,QBVXKDJEZKEASM-UHFFFAOYSA-M,C32H68BrN,546.8,17.03365033,4.599085589,no mp data,69.89908559,124,
