HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,SCALED Health,HEALTH PI,Environmental Score,SCALED ENV,ENV PI,HBD_InChIKey,HBD_MolecularFormula,HBD_MolecularWeight,SCALED MW,MW PI,HBD_mp,TOTAL PI,RANK
1176,C(=O)(N)N,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O,60.056,99.99000932,26.99730252,132,99.99730252,1
522583,CC(N)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,UJPKMTDFFUTLGM-UHFFFAOYSA-N,C2H7NO,61.08,98.31368697,26.54469548,no mp data,98.28032767,2
71309146,CC(C)O,TRUE,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100,18,KFZMGEQAYNKOFK-VMIGTVKRSA-N,C3H8O,63.073,95.20714093,25.70592805,no mp data,94.9128246,3
12213345,CC(C)O,TRUE,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100,18,KFZMGEQAYNKOFK-FIBGUPNXSA-N,C3H8O,63.11,95.15132309,25.69085723,no mp data,94.89775379,4
11182567,CC(=O)O,TRUE,"['H226', 'H312', 'H314']",75,91.37931034,50.25862069,0,100,18,QTBSBXVTEAMEQO-ZDOIIHCHSA-N,C2H4O2,62.037,96.79707271,26.13520963,no mp data,94.39383032,5
2733137,C(CO)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,LYCAIKOWRPUZTN-LNLMKGTHSA-N,C2H6O2,66.09,90.86094719,24.53245574,no mp data,94.3715362,6
1030,CC(CO)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,DNIAPMSPPWPWGF-UHFFFAOYSA-N,C3H8O2,76.09,78.91970035,21.3083191,-59,94.3083191,7
12213346,CC(C)O,TRUE,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100,18,KFZMGEQAYNKOFK-WFGJKAKNSA-N,C3H8O,66.13,90.80598821,24.51761682,no mp data,93.72451337,8
10442,C(CO)CO,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,YPFDHNVEDLHUCE-UHFFFAOYSA-N,C3H8O2,76.09,78.91970035,21.3083191,-26.7,93.67613519,9
439846,CC(CO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,DNIAPMSPPWPWGF-VKHMYHEASA-N,C3H8O2,76.09,78.91970035,21.3083191,no mp data,93.67613519,9
259994,CC(CO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,DNIAPMSPPWPWGF-GSVOUGTGSA-N,C3H8O2,76.09,78.91970035,21.3083191,no mp data,93.67613519,9
2733139,C(CO)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,LYCAIKOWRPUZTN-UFSLNRCZSA-N,C2H6O2,68.1,88.17914831,23.80837004,no mp data,93.6474505,12
12216717,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-LBPDFUHNSA-N,C3H6O2,75.07,79.99200746,21.59784201,no mp data,93.01738224,13
439938,CC(CN)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,HXKKHQJGJAFBHI-GSVOUGTGSA-N,C3H9NO,75.11,79.94940754,21.58634003,no mp data,93.00588026,14
7311736,CC(CN)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,HXKKHQJGJAFBHI-VKHMYHEASA-N,C3H9NO,75.11,79.94940754,21.58634003,no mp data,93.00588026,14
2723972,CC(C)O,TRUE,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100,18,KFZMGEQAYNKOFK-PIODKIDGSA-N,C3H8O,68.14,88.1273848,23.79439389,no mp data,93.00129045,16
71309239,C(CO)CO,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,YPFDHNVEDLHUCE-VMIGTVKRSA-N,C3H8O2,79.073,75.94248353,20.50447055,no mp data,92.87228664,17
12216724,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-CBTSVUPCSA-N,C3H6O2,76.09,78.91970035,21.3083191,no mp data,92.72785933,18
9877334,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-VMIGTVKRSA-N,C3H6O2,77.057,77.92932505,21.04091776,no mp data,92.46045799,19
16212409,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-VLZJNYFYSA-N,C3H6O2,77.1,77.88586252,21.02918288,no mp data,92.44872311,20
10510806,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-FIBGUPNXSA-N,C3H6O2,77.1,77.88586252,21.02918288,no mp data,92.44872311,20
12201089,C(=S)(N)N,TRUE,['H317'],25,97.12643678,53.41954023,0,100,18,UMGDCJDMYOKAJW-OUBTZVSYSA-N,CH4N2S,77.12,77.8656639,21.02372925,no mp data,92.44326948,22
59152704,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-ZBJDZAJPSA-N,C3H6O2,79.11,75.90696499,20.49488055,no mp data,91.91442078,23
2724450,CCC(=O)O,TRUE,"['H226', 'H314']",25,97.12643678,53.41954023,0,100,18,XBDQKXXYIPTUBI-WYMDYBCKSA-N,C3H6O2,80.12,74.95007489,20.23652022,no mp data,91.65606045,24
12995,C=COCCO,TRUE,['H226'],0,100,55,0,100,18,VUIWJRYTWUGOOF-UHFFFAOYSA-N,C4H8O2,88.11,68.15344456,18.40143003,no mp data,91.40143003,25
5950,CC(C(=O)O)N,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,QNAYBMKLOCPYGJ-REOHCLBHSA-N,C3H7NO2,89.09,67.40374902,18.19901223,297,91.19901223,26
602,CC(C(=O)O)N,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,C3H7NO2,89.09,67.40374902,18.19901223,Units uncertain,91.19901223,26
86049,CC(CNC)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,AEKHFLDILSDXBL-UHFFFAOYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,91.18880413,28
7896,CC(CCO)O,TRUE,['H226'],0,100,55,0,100,18,PUPZLCDOIYMWBV-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,< -50 ,90.99101198,29
262,CC(C(C)O)O,TRUE,['H227'],0,100,55,0,100,18,OWBTYPJTUOEWEK-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,16.3,90.99101198,29
642402,CC(CO)OC,TRUE,['H226'],0,100,55,0,100,18,YTTFFPATQICAQN-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29
6993459,CC(COC)O,TRUE,['H226'],0,100,55,0,100,18,ARXJGSRGQADJSQ-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29
2733589,CC(COC)O,TRUE,['H226'],0,100,55,0,100,18,ARXJGSRGQADJSQ-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29
753,C(C(CO)O)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C3H8O3,92.09,65.20794875,17.60614616,18,90.60614616,34
11429,CCC(CO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,BMRWNKZVCUKKSR-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,-114,90.35882808,35
6993189,CCC(CO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,BMRWNKZVCUKKSR-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.35882808,35
641012,CCC(CO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,BMRWNKZVCUKKSR-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.35882808,35
9833928,CC(=O)C(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,LCTONWCANYUPML-VQEHIDDOSA-N,C3H4O3,89.05,67.43402583,18.20718697,no mp data,89.6267272,38
12216207,CCCC(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,FERIUCNNQQJTOY-LBPDFUHNSA-N,C4H8O2,89.1,67.39618406,18.1969697,no mp data,89.61650993,39
12695786,CC(CO)NC,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,PXWASTUQOKUFKY-BYPYZUCNSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,89.60834436,40
12695787,CC(CO)NC,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,PXWASTUQOKUFKY-SCSAIBSYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,89.60834436,40
12216210,CCCC(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,FERIUCNNQQJTOY-FIBGUPNXSA-N,C4H8O2,91.12,65.90210711,17.79356892,no mp data,89.21310915,42
68535,CC#CC(=O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,LUEHNHVFDCZTGL-UHFFFAOYSA-N,C4H4O2,84.07,71.42857143,19.28571429,78,89.12479475,43
16213394,CCCC(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,FERIUCNNQQJTOY-JCDJMFQYSA-N,C4H8O2,92.076,65.2178635,17.60882315,no mp data,89.02836338,44
12180,CCCC(=O)OC,TRUE,['H225'],0,100,55,0,100,18,UUIQMZJEGPQKFD-UHFFFAOYSA-N,C5H10O2,102.13,58.79761089,15.87535494,-85.8,88.87535494,45
6993810,CCCCC(C)O,TRUE,['H226'],0,100,55,0,100,18,QNVRIHYSUZMSGM-ZCFIWIBFSA-N,C6H14O,102.17,58.77459137,15.86913967,no mp data,88.86913967,46
29420,CCOC(C)CO,TRUE,['H226'],0,100,55,0,100,18,DEDUBNVYPMOFDR-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47
40895,CCC(COC)O,TRUE,['H226'],0,100,55,0,100,18,CSZZMFWKAQEMPB-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47
85854,CCC(CO)OC,TRUE,['H226'],0,100,55,0,100,18,IPUDBCXGMBSQGH-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47
12651696,CCC(COC)O,TRUE,['H226'],0,100,55,0,100,18,CSZZMFWKAQEMPB-RXMQYKEDSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47
17291,CC(CCO)OC,TRUE,['H226'],0,100,55,0,100,18,JSGVZVOGOQILFM-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47
71309603,C1=NC=NN1,TRUE,"['H302', 'H319', 'H361']",110,87.35632184,48.04597701,0,100,18,NSPMIYGKQJPBQR-FRSWOAELSA-N,C2H3N3,72.05,83.34489938,22.50312283,no mp data,88.54909984,52
12216213,CCCC(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,FERIUCNNQQJTOY-NCKGIQLSSA-N,C4H8O2,95.15,63.11087756,17.03993694,no mp data,88.45947717,53
5951,C(C(C(=O)O)N)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3,105.09,57.14149776,15.4282044,228,88.4282044,54
1060,CC(=O)C(=O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,LCTONWCANYUPML-UHFFFAOYSA-N,C3H4O3,88.06,68.19214172,18.41187826,13.8,88.25095872,55
16213375,C1=CN=CN1,TRUE,"['H302', 'H314', 'H360']",125,85.63218391,47.09770115,0,100,18,RAXXELZNTBOGNW-MQIHXRCWSA-N,C3H4N2,70.06,85.71224665,23.14230659,no mp data,88.24000774,56
6657,CCC(C(=O)O)N,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,QWCKQJZIFLGMSD-UHFFFAOYSA-N,C4H9NO2,103.12,58.23312645,15.72294414,no mp data,88.09076023,57
2761506,CC(CC(=O)O)N,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,OQEBBZSWEGYTPG-VKHMYHEASA-N,C4H9NO2,103.12,58.23312645,15.72294414,no mp data,88.09076023,57
82140,C1=CN=C(N1)N,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,DEPDDPLQZYCHOH-UHFFFAOYSA-N,C3H5N3,83.09,72.27103141,19.51317848,no mp data,88.08789112,59
13000297,C(CO)N,TRUE,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100,18,HZAXFHJVJLSVMW-OUBTZVSYSA-N,C2H7NO,62.076,96.73625878,26.11878987,no mp data,88.05557148,60
10329242,C(CO)N,TRUE,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100,18,HZAXFHJVJLSVMW-LBPDFUHNSA-N,C2H7NO,62.08,96.73002577,26.11710696,no mp data,88.05388857,61
10176093,CC(=O)C(=O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,LCTONWCANYUPML-LBPDFUHNSA-N,C3H4O3,89.05,67.43402583,18.20718697,no mp data,88.04626743,62
53422469,COCC(CF)O,TRUE,['H226'],0,100,55,0,100,18,NTOZUEOZUOBUTO-UHFFFAOYSA-N,C4H9FO2,108.11,55.54527796,14.99722505,no mp data,87.99722505,63
53915682,CC=CC1=CC=CO1,TRUE,['H225'],0,100,55,0,100,18,IGWQTPINFQSICW-UHFFFAOYSA-N,C7H8O,108.14,55.52986869,14.99306455,no mp data,87.99306455,64
12260247,CC=CC1=CC=CO1,TRUE,['H225'],0,100,55,0,100,18,IGWQTPINFQSICW-DUXPYHPUSA-N,C7H8O,108.14,55.52986869,14.99306455,no mp data,87.99306455,64
170267,C#CC(C(=O)O)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,LWNHDEQKHFRYMD-UHFFFAOYSA-N,C4H4O3,100.07,60.0079944,16.20215849,no mp data,87.93779067,66
18053,CC(CCO)CO,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,MWCBGWLCXSUTHK-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,87.93526688,67
84682,CCC(C)O,TRUE,"['H226', 'H319', 'H335', 'H336']",110,87.35632184,48.04597701,0,100,18,BTANRVKWQNVYAZ-SCSAIBSYSA-N,C4H10O,74.12,81.01726929,21.87466271,-114.7,87.92063972,68
444683,CCC(C)O,TRUE,"['H226', 'H319', 'H335', 'H336']",110,87.35632184,48.04597701,0,100,18,BTANRVKWQNVYAZ-BYPYZUCNSA-N,C4H10O,74.12,81.01726929,21.87466271,no mp data,87.92063972,68
18377217,C1=C(NC=N1)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,VKFMHRMTBYXHKO-UHFFFAOYSA-N,C3H4N2O,84.08,71.42007612,19.28342055,no mp data,87.8581332,70
12200726,CC1=CC=CO1,TRUE,"['H225', 'H331']",75,91.37931034,50.25862069,0,100,18,VQKFNUFAXTZWDK-OUBTZVSYSA-N,C5H6O,83.09,72.27103141,19.51317848,no mp data,87.77179917,71
71308838,C(CO)N,TRUE,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100,18,HZAXFHJVJLSVMW-ZDOIIHCHSA-N,C2H7NO,63.069,95.21317922,25.70755839,no mp data,87.64434,72
11701027,C1=CN=CN1,TRUE,"['H302', 'H314', 'H360']",125,85.63218391,47.09770115,0,100,18,RAXXELZNTBOGNW-MSWVZFBTSA-N,C3H4N2,72.1,83.28710125,22.48751734,no mp data,87.58521849,73
10153982,CC(=O)O,TRUE,"['H226', 'H312', 'H314', 'H331', 'H412']",150,82.75862069,45.51724138,50,85.71428571,15.42857143,QTBSBXVTEAMEQO-VQEHIDDOSA-N,C2H4O2,61.045,98.37005488,26.55991482,no mp data,87.50572762,74
10464296,C(C(=O)O)O,TRUE,"['H302', 'H314', 'H318']",100,88.50574713,48.67816092,0,100,18,AEMRFAOFKBGASW-ZDOIIHCHSA-N,C2H4O3,78.037,76.95067724,20.77668286,no mp data,87.45484378,75
11266,CCC(C(=O)O)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,104.1,57.68491835,15.57492795,44.2,87.31056014,76
448893,CCC(C)C(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,WLAMNBDJUVNPJU-BYPYZUCNSA-N,C5H10O2,102.13,58.79761089,15.87535494,no mp data,87.29489517,77
46780460,COC1=CC=CC=C1,TRUE,['H226'],0,100,55,0,100,18,RDOXTESZEPMUJZ-WBJZHHNVSA-N,C7H8O,114.094,52.63204025,14.21065087,no mp data,87.21065087,78
612,CC(C(=O)O)O,TRUE,"['H315', 'H318', 'H314']",60,93.10344828,51.20689655,0,100,18,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,C3H6O3,90.08,66.66296625,17.99900089,16.8,87.20589744,79
107689,CC(C(=O)O)O,TRUE,"['H314', 'H315', 'H318']",60,93.10344828,51.20689655,0,100,18,JVTAAEKCZFNVCJ-REOHCLBHSA-N,C3H6O3,90.08,66.66296625,17.99900089,16.8,87.20589744,79
61503,CC(C(=O)O)O,TRUE,"['H315', 'H318', 'H314']",60,93.10344828,51.20689655,0,100,18,JVTAAEKCZFNVCJ-UWTATZPHSA-N,C3H6O3,90.08,66.66296625,17.99900089,40.86666667,87.20589744,79
7363,C1=COC(=C1)CS,TRUE,['H226'],0,100,55,0,100,18,ZFFTZDQKIXPDAF-UHFFFAOYSA-N,C5H6OS,114.17,52.59700447,14.20119121,no mp data,87.20119121,82
12216201,CC(C)CC(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,GWYFCOCPABKNJV-HOSYLAQJSA-N,C5H10O2,103.12,58.23312645,15.72294414,no mp data,87.14248437,83
80283,CCC(C(=O)O)N,TRUE,['H317'],25,97.12643678,53.41954023,0,100,18,QWCKQJZIFLGMSD-VKHMYHEASA-N,C4H9NO2,103.12,58.23312645,15.72294414,291,87.14248437,83
71309106,C(CCO)CO,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,WERYXYBDKMZEQL-JCDJMFQYSA-N,C4H10O2,94.092,63.82051609,17.23153934,no mp data,87.0706198,85
9812753,CCCC(=O)O,TRUE,"['H314', 'H412']",25,97.12643678,53.41954023,50,85.71428571,15.42857143,FERIUCNNQQJTOY-AZXPZELESA-N,C4H8O2,89.1,67.39618406,18.1969697,no mp data,87.04508136,86
5702566,CC(C(=O)O)OC,TRUE,['H318'],25,97.12643678,53.41954023,0,100,18,ICPWFHKNYYRBSZ-VKHMYHEASA-N,C4H8O3,104.1,57.68491835,15.57492795,no mp data,86.99446818,87
2733584,CC(C(=O)O)OC,TRUE,['H318'],25,97.12643678,53.41954023,0,100,18,ICPWFHKNYYRBSZ-GSVOUGTGSA-N,C4H8O3,104.1,57.68491835,15.57492795,no mp data,86.99446818,87
16213534,CCCC(=O)O,TRUE,"['H314', 'H412']",25,97.12643678,53.41954023,50,85.71428571,15.42857143,FERIUCNNQQJTOY-CQDYUVAPSA-N,C4H8O2,90.09,66.65556666,17.997003,no mp data,86.84511466,89
60046,C1COCN1CCO,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,UPIKAIAOTXEAAZ-UHFFFAOYSA-N,C5H11NO2,117.15,51.25906957,13.83994878,no mp data,86.83994878,90
13000300,C(CO)N,TRUE,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100,18,HZAXFHJVJLSVMW-LNLMKGTHSA-N,C2H7NO,65.11,92.22853632,24.90170481,no mp data,86.83848642,91
7519,COC1=CC=CC=C1,TRUE,"['H226', 'H315', 'H319']",20,97.70114943,53.73563218,0,100,18,RDOXTESZEPMUJZ-UHFFFAOYSA-N,C7H8O,108.14,55.52986869,14.99306455,-37,86.72869673,92
12374,C(CCCO)CCO,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,XXMIOPMDWAUFGU-UHFFFAOYSA-N,C6H14O2,118.17,50.81662012,13.72048743,41.5,86.72048743,93
53915657,CC(CF)C(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,IGWDEZHXQDTZQV-UHFFFAOYSA-N,C4H7FO2,106.1,56.59754948,15.28133836,no mp data,86.70087859,94
59638552,CC1=NC=CN1,TRUE,"['H302', 'H314']",75,91.37931034,50.25862069,0,100,18,LXBGSDVWAMZHDD-RSRPWSGMSA-N,C4H6N2,88.14,68.13024733,18.39516678,no mp data,86.65378747,95
6288,CC(C(C(=O)O)N)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3,119.12,50.4113499,13.61106447,256,86.61106447,96
66774,COC(=O)CO,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,GSJFXBNYJCXDGI-UHFFFAOYSA-N,C3H6O3,90.08,66.66296625,17.99900089,no mp data,86.57371353,97
637497,CC(CCO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,PUPZLCDOIYMWBV-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98
446973,CC(CCO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,PUPZLCDOIYMWBV-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,<-50 ,86.56572463,98
439888,CC(C(C)O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,OWBTYPJTUOEWEK-IMJSIDKUSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98
68410,CC(C)(CO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,BTVWZWFKMIUSGS-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98
12695785,CC(CO)NC,TRUE,"['H302', 'H314']",75,91.37931034,50.25862069,0,100,18,PXWASTUQOKUFKY-UHFFFAOYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,86.44742482,102
286,C(C(=O)O)ON,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,NQRKYASMKDDGHT-UHFFFAOYSA-N,C2H5NO3,91.07,65.93828923,17.80333809,no mp data,86.37805074,103
71309481,CC1=CC=C(O1)C,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,GSNUFIFRDBKVIE-ZDOIIHCHSA-N,C6H8O,98.11,61.20680868,16.52583834,no mp data,86.3649188,104
439963,C(CC=O)CC(=O)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,C5H8O3,116.11,51.71819826,13.96391353,no mp data,86.33172962,105
9755,C(CCF)CO,TRUE,"['H226', 'H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,SHOBGSRUFRALBO-UHFFFAOYSA-N,C4H9FO,92.11,65.19379003,17.60232331,no mp data,86.17703595,106
71309697,CCCCO,TRUE,"['H226', 'H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,LRHPLDYGYMQRHN-JCDJMFQYSA-N,C4H10O,78.093,76.8954964,20.76178403,no mp data,86.17557713,107
520445,CCC(C(=O)OC)O,TRUE,"['H226', 'H319']",10,98.85057471,54.36781609,0,100,18,DDMCDMDOHABRHD-UHFFFAOYSA-N,C5H10O3,118.13,50.83382714,13.72513333,no mp data,86.09294942,108
19846,CC(C)OCC(C)O,TRUE,"['H226', 'H319']",10,98.85057471,54.36781609,0,100,18,AFHJYKBGDDJSRR-UHFFFAOYSA-N,C6H14O2,118.17,50.81662012,13.72048743,no mp data,86.08830353,109
81326,CC1(CC1)C(=O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,DIZKLZKLNKQFGB-UHFFFAOYSA-N,C5H8O2,100.12,59.97802637,16.19406712,no mp data,86.03314758,110
2724854,C(CCO)CO,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,WERYXYBDKMZEQL-MBXGXEIXSA-N,C4H10O2,100.18,59.94210421,16.18436814,no mp data,86.0234486,111
256876,CC(C(=O)O)F,TRUE,"['H302', 'H314']",75,91.37931034,50.25862069,0,100,18,ZVZPFTCEXIGSHM-UHFFFAOYSA-N,C3H5FO2,92.07,65.22211361,17.60997067,no mp data,85.86859136,112
85763,C(CC(CO)O)CO,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,WEAYWASEBDOLRG-UHFFFAOYSA-N,C5H12O3,120.15,49.97919268,13.49438202,no mp data,85.86219811,113
67576,COC1=CC=CC=C1F,TRUE,['H226'],0,100,55,0,100,18,JIXDOBAQOWOUPA-UHFFFAOYSA-N,C7H7FO,126.13,47.60960913,12.85459447,-39,85.85459447,114
9987,COC1=CC=C(C=C1)F,TRUE,['H226'],0,100,55,0,100,18,VIPWUFMFHBIKQI-UHFFFAOYSA-N,C7H7FO,126.13,47.60960913,12.85459447,-45,85.85459447,114
9975,COC1=CC(=CC=C1)F,TRUE,['H226'],0,100,55,0,100,18,MFJNOXOAIFNSBX-UHFFFAOYSA-N,C7H7FO,126.13,47.60960913,12.85459447,-35,85.85459447,114
9257,C1=NC=NN1,TRUE,"['H302', 'H319', 'H361d', 'H361', 'H313']",170,80.45977011,44.25287356,0,100,18,NSPMIYGKQJPBQR-UHFFFAOYSA-N,C2H3N3,69.07,86.94078471,23.47401187,120-121 ,85.72688544,117
93000,CCCC(CO)O,TRUE,"['H304', 'H318', 'H319']",45,94.82758621,52.15517241,0,100,18,WCVRQHFDJLLWFE-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,85.72262321,118
10430,CC(C)CC(=O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,GWYFCOCPABKNJV-UHFFFAOYSA-N,C5H10O2,102.13,58.79761089,15.87535494,-29.3,85.7144354,119
16217396,CCCC(=O)O,TRUE,"['H314', 'H412']",25,97.12643678,53.41954023,50,85.71428571,15.42857143,FERIUCNNQQJTOY-FNQDQTMCSA-N,C4H8O2,96.15,62.45449818,16.86271451,no mp data,85.71082617,120
8129,CCCCCCCO,TRUE,"['H319', 'H227', 'H315']",20,97.70114943,53.73563218,0,100,18,BBMCTIGTTCKYKF-UHFFFAOYSA-N,C7H16O,116.2,51.67814114,13.95309811,-34,85.68873029,121
2735857,C1=CN(C=N1)C#N,TRUE,"['H302', 'H318']",75,91.37931034,50.25862069,0,100,18,SLPWXZZHNSOZPX-UHFFFAOYSA-N,C4H3N3,93.09,64.50746589,17.41701579,no mp data,85.67563648,122
3016164,CCNCC(C)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,UCYJVNBJCIZMTJ-UHFFFAOYSA-N,C5H13NO,103.16,58.21054672,15.71684762,no mp data,85.55592808,123
71309358,CCC(C)O,TRUE,"['H226', 'H319', 'H335', 'H336']",110,87.35632184,48.04597701,0,100,18,BTANRVKWQNVYAZ-CBZKUFJVSA-N,C4H10O,83.18,72.19283482,19.4920654,no mp data,85.53804241,124
