HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,SCALED Health,HEALTH PI,Environmental Score,SCALED ENV,ENV PI,HBD_InChIKey,HBD_MolecularFormula,HBD_MolecularWeight,SCALED MW,MW PI,HBD_mp,TOTAL PI,RANK,HBD
11126659,C1=C(OC(=C1)C=CC(=O)O)CO,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,FAWJSEHMOMAQHG-ONEGZZNKSA-N,C8H8O4,168.15,35.71216176,9.642283675,no mp data,78.21699632,1167,3-(5-Hydroxymethyl-furan-2-YL)-acrylic acid
22783,C1=CC=C(C(=C1)O)OCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,LPXHPAYRONCQIF-UHFFFAOYSA-N,C8H8O4,168.15,35.71216176,9.642283675,no mp data,78.21699632,1167,2-(2-Hydroxyphenoxy)acetic acid
136302,C1=CC(=CC=C1CCC(=O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ZMKXWDPUXLPHCA-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,3-(4-Fluorophenyl)propionic acid
2733233,COC(=O)CC1=CC=C(C=C1)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,AJPPKGMEHMXPMC-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,Methyl 2-(4-fluorophenyl)acetate
17750675,CC1=CC(=C(C=C1)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,CQFSSMCJXPLZAT-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,2-Fluoro-5-methylphenylacetic acid
12399265,CC(C1=CC(=CC=C1)F)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XHPMSYWCKADLPJ-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,2-(3-Fluorophenyl)propanoic acid
5016950,CC1=C(C=CC(=C1)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KOZXQTAPRQFRLT-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,4-Fluoro-2-methylphenylacetic acid
2774620,CC1=C(C=C(C=C1)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BPWHUOQJJZVQLO-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,5-Fluoro-2-methylphenylacetic acid
2774618,CC1=C(C=C(C=C1)CC(=O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,YECYDEGFKJWADM-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,3-Fluoro-4-methylphenylacetic acid
2734108,COC(=O)CC1=CC(=CC=C1)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,OXYLCGRXCQARQV-UHFFFAOYSA-N,C9H9FO2,168.16,35.71003806,9.641710276,no mp data,78.21642292,1169,Methyl 2-(3-fluorophenyl)acetate
7039,CC1=CC(=C(C(=C1)CO)O)CO,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KUMMBDBTERQYCG-UHFFFAOYSA-N,C9H12O3,168.19,35.70366847,9.639990487,129,78.21470313,1177,"2,6-Bis(hydroxymethyl)-4-methylphenol"
67284,COC1=CC(=C(C=C1)OC)OC,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,AGIQIOSHSMJYJP-UHFFFAOYSA-N,C9H12O3,168.19,35.70366847,9.639990487,no mp data,78.21470313,1177,"1,2,4-Trimethoxybenzene"
16928,COC1=C(C=CC(=C1)CCO)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XHUBSJRBOQIZNI-UHFFFAOYSA-N,C9H12O3,168.19,35.70366847,9.639990487,40-42,78.21470313,1177,Homovanillyl alcohol
597767,CCOC1=C(C=CC(=C1)CO)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ULCZGZGLABEWDG-UHFFFAOYSA-N,C9H12O3,168.19,35.70366847,9.639990487,no mp data,78.21470313,1177,3-Ethoxy-4-hydroxybenzyl alcohol
3543156,C1=CC(=CC(=C1)S)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BIPWQAXQJQOPHM-UHFFFAOYSA-N,C8H8O2S,168.21,35.69942334,9.638844302,no mp data,78.21355695,1181,2-(3-Mercaptophenyl)acetic acid
280665,C1=CC(=CC=C1O)SSC2=CC=C(C=C2)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,XGKGITBBMXTKTE-UHFFFAOYSA-N,C12H10O2S2,250.3,23.99121055,6.477626848,no mp data,78.21325903,1182,Bis(4-hydroxyphenyl)disulfide
6932,CC(C)(C)C1=C(C=CC(=C1)O)OC,True,"['H302', 'H319']",60,93.10344828,51.20689655,0,100.0,18.0,IMOYOUMVYICGCA-UHFFFAOYSA-N,C11H16O2,180.24,33.31668886,8.995505992,no mp data,78.20240254,1183,2-Tert-Butyl-4-hydroxyanisole
99818,CCOC(=O)CC(C1=CC=CC=C1)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,DVIBDQWVFHDBOP-UHFFFAOYSA-N,C11H14O3,194.23,30.91695413,8.347577614,no mp data,78.18665807,1184,Ethyl 3-hydroxy-3-phenylpropanoate
562201,C1=CC=C(C=C1)COCCCC(=O)O,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,CXEFZVVLTJQWBF-UHFFFAOYSA-N,C11H14O3,194.23,30.91695413,8.347577614,no mp data,78.18665807,1184,4-(Benzyloxy)butanoic acid
2736435,CCOC(=O)CCC1=CC=C(C=C1)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,UFMFPPAZUJDUMY-UHFFFAOYSA-N,C11H14O3,194.23,30.91695413,8.347577614,no mp data,78.18665807,1184,Ethyl 3-(4-hydroxyphenyl)propanoate
139665,CC#CS(=O)(=O)C1=CC=C(C=C1)C,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,VOSCFWYOCZJNQB-UHFFFAOYSA-N,C10H10O2S,194.25,30.91377091,8.346718147,no mp data,78.18579861,1187,1-Methyl-4-(1-propynyl-sulphonyl)benzene
67129,CC1=C(C=C(C=C1)S(=O)(=O)O)S(=O)(=O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,LTYBYSFEGHYUDB-UHFFFAOYSA-N,C7H8O6S2,252.3,23.80103052,6.42627824,no mp data,78.16191042,1188,"1,3-Benzenedisulfonic acid, 4-methyl-"
263,CCCCO,True,"['H226', 'H302', 'H315', 'H318', 'H335', 'H336', 'H319', 'H225', 'H372', 'H227', 'H305', 'H313']",265,69.54022989,38.24712644,0,100.0,18.0,LRHPLDYGYMQRHN-UHFFFAOYSA-N,C4H10O,74.12,81.01726929,21.87466271,-88.6,78.12178915,1189,1-Butanol
2774909,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,ISFKSWMQWIRDNC-UHFFFAOYSA-N,C6H5F7O2,242.09,24.80482465,6.697302656000001,no mp data,78.11684289,1190,"4,4,5,5,6,6,6-Heptafluorohexanoic Acid"
15789384,B(C1=C(C=C(C=C1)OC)F)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ULUIXJDBPYBAHS-UHFFFAOYSA-N,C7H8BFO3,169.95,35.33392174,9.54015887,no mp data,78.11487151,1191,2-Fluoro-4-methoxyphenylboronic acid
4157211,B(C1=C(C=CC(=C1)OC)F)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,IPTZOWYBCLEBOE-UHFFFAOYSA-N,C7H8BFO3,169.95,35.33392174,9.54015887,no mp data,78.11487151,1191,2-Fluoro-5-methoxyphenylboronic acid
2782672,B(C1=C(C=C(C=C1)F)OC)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ADJBXDCXYMCCAD-UHFFFAOYSA-N,C7H8BFO3,169.95,35.33392174,9.54015887,no mp data,78.11487151,1191,4-Fluoro-2-methoxyphenylboronic acid
44558185,B(C1=CC(=C(C=C1)F)OC)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,LUJMSRVFSBMEOY-UHFFFAOYSA-N,C7H8BFO3,169.95,35.33392174,9.54015887,no mp data,78.11487151,1191,4-Fluoro-3-methoxyphenylboronic acid
3294524,B(C1=C(C=CC=C1F)OC)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XOVMDVZAWWQSDC-UHFFFAOYSA-N,C7H8BFO3,169.95,35.33392174,9.54015887,no mp data,78.11487151,1191,2-Fluoro-6-methoxyphenylboronic acid
17472,C(COCCOCCOCCOCCOCCO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,IIRDTKBZINWQAW-UHFFFAOYSA-N,C12H26O7,282.33,21.26943648,5.742747848,6,78.11056394,1196,Hexaethylene glycol
168789,CC(C)C1=C(C(=CC=C1)S(=O)(=O)O)C(C)C,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,DFKNUKQYBKNNMA-UHFFFAOYSA-N,C12H18O3S,242.34,24.77923578,6.690393662000001,no mp data,78.10993389,1197,Diisopropylbenzenesulphonic acid
20277531,COC(=O)C1=C(OC=C1)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WULAGCQNPNLHMZ-UHFFFAOYSA-N,C7H6O5,170.12,35.29861274,9.530625441,no mp data,78.10533808,1198,3-(Methoxycarbonyl)furan-2-carboxylic acid
75422258,COC(=O)C1=COC(=C1)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,PZYXXQCGMMNAFE-UHFFFAOYSA-N,C7H6O5,170.12,35.29861274,9.530625441,no mp data,78.10533808,1198,4-(Methoxycarbonyl)furan-2-carboxylic acid
96088,C1C2=C(C=C(C=C2)O)C3=CC=CC=C31,True,"['H315', 'H335']",60,93.10344828,51.20689655,0,100.0,18.0,PVUBSZGNXLNTLX-UHFFFAOYSA-N,C13H10O,182.22,32.95467018,8.897760948,no mp data,78.1046575,1200,3-Hydroxyfluorene
98068,C1=CC(=CC=C1C(C(=O)O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RWCMOQXHIDWDDJ-UHFFFAOYSA-N,C8H7FO3,170.14,35.29446338,9.529505112999999,no mp data,78.10421776,1201,4-Fluoromandelic acid
2783169,C1=CC=C(C(=C1)C(C(=O)O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WWSRHIZZWWDONI-UHFFFAOYSA-N,C8H7FO3,170.14,35.29446338,9.529505112999999,no mp data,78.10421776,1201,2-Fluoromandelic acid
252332,C1=CC(=CC(=C1)F)C(C(=O)O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,HNUJOYMRHWMPOM-UHFFFAOYSA-N,C8H7FO3,170.14,35.29446338,9.529505112999999,no mp data,78.10421776,1201,3-Fluoromandelic acid
6994465,C1=CC(=CC=C1C(C(=O)O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RWCMOQXHIDWDDJ-SSDOTTSWSA-N,C8H7FO3,170.14,35.29446338,9.529505112999999,no mp data,78.10421776,1201,(2R)-2-(4-Fluorophenyl)-2-hydroxyacetic acid
16212019,C1=CC=C(C(=C1)C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XNGIFLGASWRNHJ-RHQRLBAQSA-N,C8H6O4,170.15,35.29238907,9.528945047999999,no mp data,78.10365769,1205,Phthalic Acid-d4
108885,C1=CC(=CC=C1C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KKEYFWRCBNTPAC-RHQRLBAQSA-N,C8H6O4,170.15,35.29238907,9.528945047999999,no mp data,78.10365769,1205,"(2,3,5,6-2H4)Terephthalic acid"
96038,COC1=CC(=CC(=C1O)OC)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GXAVBFNRWXCOPY-UHFFFAOYSA-N,C8H10O4,170.16,35.290315,9.528385049,no mp data,78.10309769,1207,"2,6-Dimethoxyhydroquinone"
83553,CCOC(C1=CC=CO1)OCC,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,SEILDMUKBMYIEZ-UHFFFAOYSA-N,C9H14O3,170.21,35.279948299999994,9.525586041,no mp data,78.10029868,1208,2-(Diethoxymethyl)furan
11381,C1=CC=C(C=C1)C2=CC(=CC=C2)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,UBXYXCRCOKCZIT-UHFFFAOYSA-N,C12H10O,170.21,35.279948299999994,9.525586041,78,78.10029868,1208,3-Phenylphenol
96276,CC1=CC=C(C=C1)S(=O)(=O)CC=C,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,QTTZZUJXQPUOTF-UHFFFAOYSA-N,C10H12O2S,196.27,30.59560809,8.260814185,no mp data,78.09989464,1210,Allyl p-tolyl sulfone
76562,CS(=O)(=O)CC1=CC=CC=C1,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BEARMXYKACECDH-UHFFFAOYSA-N,C8H10O2S,170.23,35.27580332,9.524466898,no mp data,78.09917954,1211,Benzyl methyl sulfone
12757490,CC1(CCCCCCC1)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,NVHVUKCFHWOQQR-UHFFFAOYSA-N,C10H18O2,170.25,35.27165932,9.523348018,no mp data,78.09806066,1212,CID 12757490
85304,CC1=CC(=C(C=C1)O)C2(CCCCC2)C,True,"['H315', 'H317', 'H319']",45,94.82758621,52.15517241,0,100.0,18.0,MQVDCVRWVSDQNN-UHFFFAOYSA-N,C14H20O,204.31,29.39161079,7.935734912999999,no mp data,78.09090733,1213,2-(1-Methylcyclohexyl)-p-cresol
10538169,COC(=O)C(CC1=CC=CC=C1)Br,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,OUCLVXLFVUBZAV-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,78.08901781,1214,Methyl 2-bromo-3-phenylpropanoate
2733978,CC(C1=CC=C(C=C1)CBr)C(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,QQXBRVQJMKBAOZ-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,78.08901781,1214,2-[4-(Bromomethyl)phenyl]propanoic acid
11770640,COC(=O)CC1=CC=C(C=C1)CBr,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,APXOMRFLJBRHNX-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,78.08901781,1214,Methyl 4-(bromomethyl)phenylacetate
6999977,CCCCOC(=O)C(C)O,True,"['H315', 'H318', 'H319', 'H335']",95,89.08045977,48.99425287,0,100.0,18.0,MRABAEUHTLLEML-LURJTMIESA-N,C7H14O3,146.18,41.07949104,11.09146258,no mp data,78.08571545,1217,"Propanoic acid, 2-hydroxy-, butyl ester, (2S)-"
46782564,C(CO)N(CCO)N=O,True,"['H225', 'H350']",100,88.50574713,48.67816092,0,100.0,18.0,YFCDLVPYFMHRQZ-SVYQBANQSA-N,C4H10N2O3,142.18,42.23519482,11.4035026,no mp data,78.08166352,1218,Nitrosobis(2-hydroxyethyl)amine-d8
12648080,CCOCC1=CC=C(O1)C=O,True,"['H318', 'H411']",25,97.12643678,53.41954023,75,78.57142857,14.14285714,CCDRPZFMDMKZSZ-UHFFFAOYSA-N,C8H10O3,154.16,38.95303581,10.51731967,no mp data,78.07971704,1219,5-(Ethoxymethyl)furan-2-carbaldehyde
15879,C1=CC(=CC(=C1)Cl)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WFPMUFXQDKMVCO-UHFFFAOYSA-N,C8H7ClO2,170.59,35.20135999,9.504367196,78.75,78.07907984,1220,3-Chlorophenylacetic acid
17124,C1=CC=C(C(=C1)CC(=O)O)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,IUJAAIZKRJJZGQ-UHFFFAOYSA-N,C8H7ClO2,170.59,35.20135999,9.504367196,no mp data,78.07907984,1220,2-Chlorophenylacetic acid
98950,C1=CC=C(C=C1)C(C(=O)O)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,QKSGIGXOKHZCQZ-UHFFFAOYSA-N,C8H7ClO2,170.59,35.20135999,9.504367196,no mp data,78.07907984,1220,2-Chloro-2-phenylacetic acid
10558640,C1=CC(=C(C=C1O)O)F,True,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.41379310000001,0,100.0,18.0,XPOIJNIQXJYQOV-UHFFFAOYSA-N,C6H5FO2,128.1,46.8774395,12.65690867,no mp data,78.07070177,1223,4-Fluororesorcinol
581766,C1=CC(=C(C=C1O)F)O,True,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.41379310000001,0,100.0,18.0,GIMXWZYFIFOCBJ-UHFFFAOYSA-N,C6H5FO2,128.1,46.8774395,12.65690867,no mp data,78.07070177,1223,"2-Fluorobenzene-1,4-diol"
10910647,CCC1CCC(CC1)C2=CC=C(C=C2)O,True,"['H317', 'H413']",25,97.12643678,53.41954023,25,92.85714286,16.71428571,RGVBFENXGDCBAA-UHFFFAOYSA-N,C14H20O,204.31,29.39161079,7.935734912999999,no mp data,78.06956086,1225,4-(trans-4-Ethylcyclohexyl)phenol
11780115,COC1=CC=CC=C1OS(=O)(=O)C(F)(F)F,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,RCDZTJFBROIDKD-UHFFFAOYSA-N,C8H7F3O4S,256.2,23.43871975,6.328454333,no mp data,78.06408652,1226,2-Methoxyphenyl trifluoromethanesulfonate
4529220,CC1C(CC(C1(C)C)C(=O)O)C2=CC=CC=C2,True,"['H319', 'H413']",10,98.85057471,54.36781609,25,92.85714286,16.71428571,YANDMRONFZDPSQ-UHFFFAOYSA-N,C15H20O2,232.32,25.84796832,6.978951446,no mp data,78.06105325,1227,"2,2,3-Trimethyl-4-phenylcyclopentanecarboxylic acid"
253377,C(CC(F)(F)F)C(C(=O)O)N,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KTZZIDWVKLDWBF-UHFFFAOYSA-N,C5H8F3NO2,171.12,35.09233287,9.474929873999999,no mp data,78.04964252,1228,"2-Amino-5,5,5-trifluoropentanoic acid"
2777399,C1=CC(=CC=C1C(F)(F)F)S(=O)(=O)Cl,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,OZDCZHDOIBUGAJ-UHFFFAOYSA-N,C7H4ClF3O2S,244.62,24.54827896,6.62803532,no mp data,78.04757555,1229,4-(Trifluoromethyl)benzenesulfonyl chloride
2733250,C1=CC(=CC(=C1)S(=O)(=O)Cl)C(F)(F)F,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,ONCAZCNPWWQQMW-UHFFFAOYSA-N,C7H4ClF3O2S,244.62,24.54827896,6.62803532,no mp data,78.04757555,1229,3-(Trifluoromethyl)benzenesulfonyl chloride
71308957,CCCCCCCCCCCCCCCCCC(=O)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,QIQXTHQIDYTFRH-CAAGJAQSSA-N,C18H36O2,285.5,21.03327496,5.678984238,no mp data,78.04680033,1231,(213C)Octadecanoic acid
16211897,CCCCCCCCCCCCCCCCCC(=O)O,True,['H315'],10,98.85057471,54.36781609,0,100.0,18.0,QIQXTHQIDYTFRH-CPZJZEHKSA-N,C18H36O2,285.5,21.03327496,5.678984238,no mp data,78.04680033,1231,Octadecanoic acid-1-13C
4452533,CCC(=O)CCCCCCCCCCCC(=O)O,True,['H413'],0,100.0,55.0,25,92.85714286,16.71428571,SJVZTTOSOYROOH-UHFFFAOYSA-N,C15H28O3,256.38,23.42226383,6.324011232999999,no mp data,78.03829695,1233,13-Oxopentadecanoic Acid
2758013,C1CC1CCC(=O)O,True,"['H302', 'H315', 'H318', 'H319', 'H335']",145,83.33333333,45.83333333,0,100.0,18.0,PPZZCMKWRAVJDS-UHFFFAOYSA-N,C6H10O2,114.14,52.61082881,14.20492378,no mp data,78.03825711,1234,3-Cyclopropylpropanoic Acid
16217427,CCCCCCCCCCCCCCCCCC(=O)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,QIQXTHQIDYTFRH-VJNPICPZSA-N,C18H36O2,286.46,20.96278713,5.6599525239999995,no mp data,78.02776862,1235,"(1,2-13C2)Octadecanoic acid"
12346568,CCCCCCCCCCCCCCCCCC(=O)O,True,['H315'],10,98.85057471,54.36781609,0,100.0,18.0,QIQXTHQIDYTFRH-FBCWWBABSA-N,C18H36O2,286.5,20.95986038,5.659162304,no mp data,78.0269784,1236,"Stearic acid-2,2-d2"
69879,C1=CC(=CC=C1OP(=O)(Cl)Cl)Cl,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,CCZMQYGSXWZFKI-UHFFFAOYSA-N,C6H4Cl3O2P,245.4,24.47025265,6.606968215,no mp data,78.02650845,1237,p-Chlorophenyl dichlorophosphate
3516,COC1=CC=CC=C1OCC(CO)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,HSRJKNPTNIJEKV-UHFFFAOYSA-N,C10H14O4,198.22,30.29462214,8.179547977,78.5,78.01862844,1238,Guaifenesin
101877,C1CCCCCC(CCCC1)C(=O)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,BHECNPOVJVTHKS-UHFFFAOYSA-N,C12H22O2,198.3,30.282400399999997,8.176248109,no mp data,78.01532857,1239,Cycloundecanecarboxylic acid
78360,C(CCCCCCCO)CCCCCCC(=O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,BZUNJUAMQZRJIP-UHFFFAOYSA-N,C15H30O3,258.4,23.23916409,6.274574303,no mp data,78.01020649,1240,15-Hydroxypentadecanoic acid
11550063,CSSCCCC(=O)O,True,"['H302', 'H314']",75,91.37931034,50.25862069,0,100.0,18.0,CXRDNLDONYMEBK-UHFFFAOYSA-N,C5H10O2S2,166.3,36.10944077,9.749549007999999,no mp data,78.00816970000001,1241,"Butanoic acid, 4-(methyldithio)-"
16213464,CCCCCCCCCCCCCCCCCC(=O)O,True,['H315'],10,98.85057471,54.36781609,0,100.0,18.0,QIQXTHQIDYTFRH-FIBGUPNXSA-N,C18H36O2,287.5,20.88695652,5.639478261,no mp data,78.00729435,1242,"Octadecanoic-18,18,18-d3 acid"
12757489,CC1(CCCCCC1)C(=O)O,True,"['H315', 'H318', 'H335']",85,90.22988506,49.62643678,0,100.0,18.0,GULLOFXXKJRCMW-UHFFFAOYSA-N,C9H16O2,156.22,38.43938036,10.378632699999999,no mp data,78.00506948,1243,1-Methylcycloheptane-1-carboxylic acid
97752,CCOC(=O)C(C1=CC=CC=C1)Cl,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,XXRLJXZVZZXDPP-UHFFFAOYSA-N,C10H11ClO2,198.64,30.23056786,8.162253323,no mp data,78.00133378,1244,Ethyl 2-chloro-2-phenylacetate
11499292,C1=CC=C(C(=C1)C(F)F)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,CCADJZMMYROPCV-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,2-(Difluoromethyl)benzoic Acid
522823,C1=CC(=C(C=C1F)CC(=O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,FKCRTRYQHZHXES-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,"2,5-Difluorophenylacetic acid"
145424,C1=C(C=C(C=C1F)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,IGGNSAVLXJKCNH-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,"3,5-Difluorophenylacetic acid"
123585,C1=CC(=C(C(=C1)F)CC(=O)O)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,FUGDCKXBUZFEON-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,"2,6-Difluorophenylacetic acid"
123581,C1=CC(=C(C=C1F)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,QPKZIGHNRLZBCL-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,"2,4-Difluorophenylacetic acid"
69571,C1=CC(=C(C=C1CC(=O)O)F)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,YCAKYFIYUHHCKW-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,77.99404687,1245,"3,4-Difluorophenylacetic acid"
318731,CC(=O)CC(=O)CCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,JOQHEPMHRUHJFD-UHFFFAOYSA-N,C8H12O4,172.18,34.87629225,9.416598908,no mp data,77.99131155,1251,"5,7-Dioxooctanoic acid"
22281976,CCC(C)(C)C1=CC=C(C=C1)S(=O)(=O)Cl,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,WLBQFZZPRWQTGR-UHFFFAOYSA-N,C11H15ClO2S,246.75,24.33637285,6.570820669,no mp data,77.9903609,1252,4-Tert-amylbenzenesulfonyl chloride
6925,CC1=CC=CC=C1S(=O)(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,LBLYYCQCTBFVLH-UHFFFAOYSA-N,C7H8O3S,172.2,34.87224158,9.415505226,no mp data,77.99021787,1253,2-Methylbenzenesulfonic acid
316170,CS(=O)(=O)OC1=CC=CC=C1,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WXVUCMFEGJUVTN-UHFFFAOYSA-N,C7H8O3S,172.2,34.87224158,9.415505226,no mp data,77.99021787,1253,Phenyl methanesulfonate
20128,C1CCC2(CC1)OCC(O2)CO,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XUGYZVQSZWPABZ-UHFFFAOYSA-N,C9H16O3,172.22,34.86819185,9.414411799,no mp data,77.98912444,1255,"1,4-Dioxaspiro[4.5]decan-2-ylmethanol"
