HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,SCALED Health,HEALTH PI,Environmental Score,SCALED ENV,ENV PI,HBD_InChIKey,HBD_MolecularFormula,HBD_MolecularWeight,SCALED MW,MW PI,HBD_mp,TOTAL PI,RANK,HBD
1176,C(=O)(N)N,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O,60.056000000000004,99.99000932,26.99730252,132,99.99730252,1,Urea
522583,CC(N)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,UJPKMTDFFUTLGM-UHFFFAOYSA-N,C2H7NO,61.08,98.31368697,26.54469548,no mp data,98.28032767,2,1-Aminoethanol
71309146,CC(C)O,True,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100.0,18.0,KFZMGEQAYNKOFK-VMIGTVKRSA-N,C3H8O,63.073,95.20714093,25.70592805,no mp data,94.9128246,3,"(1,2,3-13C3)Propan-2-ol"
12213345,CC(C)O,True,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100.0,18.0,KFZMGEQAYNKOFK-FIBGUPNXSA-N,C3H8O,63.11,95.15132309,25.69085723,no mp data,94.89775379,4,"2-Propanol-1,1,1-d3"
11182567,CC(=O)O,True,"['H226', 'H312', 'H314']",75,91.37931034,50.25862069,0,100.0,18.0,QTBSBXVTEAMEQO-ZDOIIHCHSA-N,C2H4O2,62.037,96.79707271,26.13520963,no mp data,94.39383032,5,Acetic acid-13C2
2733137,C(CO)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,LYCAIKOWRPUZTN-LNLMKGTHSA-N,C2H6O2,66.09,90.86094719,24.53245574,no mp data,94.37153620000001,6,Ethylene-d4 glycol
1030,CC(CO)O,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,DNIAPMSPPWPWGF-UHFFFAOYSA-N,C3H8O2,76.09,78.91970035,21.308319100000002,-59,94.3083191,7,Propylene glycol
12213346,CC(C)O,True,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100.0,18.0,KFZMGEQAYNKOFK-WFGJKAKNSA-N,C3H8O,66.13,90.80598821,24.51761682,no mp data,93.72451337,8,"2-Propanol-1,1,1,3,3,3-d6"
10442,C(CO)CO,True,['H315'],10,98.85057471,54.36781609,0,100.0,18.0,YPFDHNVEDLHUCE-UHFFFAOYSA-N,C3H8O2,76.09,78.91970035,21.308319100000002,-26.7,93.67613519,9,"1,3-Propanediol"
439846,CC(CO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,DNIAPMSPPWPWGF-VKHMYHEASA-N,C3H8O2,76.09,78.91970035,21.308319100000002,no mp data,93.67613519,9,"S-1,2-Propanediol"
259994,CC(CO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,DNIAPMSPPWPWGF-GSVOUGTGSA-N,C3H8O2,76.09,78.91970035,21.308319100000002,no mp data,93.67613519,9,"R-1,2-Propanediol"
2733139,C(CO)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,LYCAIKOWRPUZTN-UFSLNRCZSA-N,C2H6O2,68.1,88.17914831,23.80837004,no mp data,93.6474505,12,"(1,1,2,2-2H4)Ethane-1,2-(2H2)diol"
12216717,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-LBPDFUHNSA-N,C3H6O2,75.07,79.99200746,21.59784201,no mp data,93.01738224,13,Propanoic acid-1-13C
439938,CC(CN)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,HXKKHQJGJAFBHI-GSVOUGTGSA-N,C3H9NO,75.11,79.94940754,21.58634003,no mp data,93.00588026,14,(R)-(-)-1-Amino-2-propanol
7311736,CC(CN)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,HXKKHQJGJAFBHI-VKHMYHEASA-N,C3H9NO,75.11,79.94940754,21.58634003,no mp data,93.00588026,14,(S)-(+)-1-Amino-2-propanol
2723972,CC(C)O,True,"['H225', 'H319', 'H336']",60,93.10344828,51.20689655,0,100.0,18.0,KFZMGEQAYNKOFK-PIODKIDGSA-N,C3H8O,68.14,88.1273848,23.79439389,no mp data,93.00129045,16,"(O,1,1,1,2,3,3,3-2H8)Propan-2-ol"
71309239,C(CO)CO,True,['H315'],10,98.85057471,54.36781609,0,100.0,18.0,YPFDHNVEDLHUCE-VMIGTVKRSA-N,C3H8O2,79.07300000000001,75.94248353,20.50447055,no mp data,92.87228664,17,"(1,2,3-13C3)Propane-1,3-diol"
12216724,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-CBTSVUPCSA-N,C3H6O2,76.09,78.91970035,21.308319100000002,no mp data,92.72785933,18,"Propanoic acid-2,2-d2"
9877334,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-VMIGTVKRSA-N,C3H6O2,77.057,77.92932505,21.04091776,no mp data,92.46045799,19,Propionic acid-13C3
16212409,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-VLZJNYFYSA-N,C3H6O2,77.1,77.88586252,21.02918288,no mp data,92.44872311,20,"Propionic-2,2-d2 acid-d"
10510806,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-FIBGUPNXSA-N,C3H6O2,77.1,77.88586252,21.02918288,no mp data,92.44872311,20,"Propanoic acid-3,3,3-d3"
12201089,C(=S)(N)N,True,['H317'],25,97.12643678,53.41954023,0,100.0,18.0,UMGDCJDMYOKAJW-OUBTZVSYSA-N,CH4N2S,77.12,77.8656639,21.02372925,no mp data,92.44326948,22,Thiourea-13C
59152704,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-ZBJDZAJPSA-N,C3H6O2,79.11,75.90696499,20.49488055,no mp data,91.91442078,23,Propionic-d5 acid
2724450,CCC(=O)O,True,"['H226', 'H314']",25,97.12643678,53.41954023,0,100.0,18.0,XBDQKXXYIPTUBI-WYMDYBCKSA-N,C3H6O2,80.12,74.95007489,20.23652022,no mp data,91.65606045,24,Propanoic acid-d6
12995,C=COCCO,True,['H226'],0,100.0,55.0,0,100.0,18.0,VUIWJRYTWUGOOF-UHFFFAOYSA-N,C4H8O2,88.11,68.15344456,18.40143003,no mp data,91.40143003,25,2-(Vinyloxy)ethanol
5950,CC(C(=O)O)N,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,QNAYBMKLOCPYGJ-REOHCLBHSA-N,C3H7NO2,89.09,67.40374902,18.19901223,297,91.19901223,26,Alanine
602,CC(C(=O)O)N,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,C3H7NO2,89.09,67.40374902,18.19901223,Units uncertain,91.19901223,26,DL-Alanine
86049,CC(CNC)O,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,AEKHFLDILSDXBL-UHFFFAOYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,91.18880413,28,1-(Methylamino)propan-2-ol
7896,CC(CCO)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,PUPZLCDOIYMWBV-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,< -50 ,90.99101198,29,"1,3-Butanediol"
262,CC(C(C)O)O,True,['H227'],0,100.0,55.0,0,100.0,18.0,OWBTYPJTUOEWEK-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,16.3,90.99101198,29,"2,3-Butanediol"
642402,CC(CO)OC,True,['H226'],0,100.0,55.0,0,100.0,18.0,YTTFFPATQICAQN-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29,(S)-(+)-2-Methoxypropanol
6993459,CC(COC)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,ARXJGSRGQADJSQ-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29,(S)-(+)-1-Methoxy-2-propanol
2733589,CC(COC)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,ARXJGSRGQADJSQ-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.99101198,29,(R)-(-)-1-Methoxy-2-propanol
753,C(C(CO)O)O,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C3H8O3,92.09,65.20794875,17.60614616,18,90.60614616,34,Glycerol
11429,CCC(CO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,BMRWNKZVCUKKSR-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,-114,90.35882808,35,"1,2-Butanediol"
6993189,CCC(CO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,BMRWNKZVCUKKSR-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.35882808,35,"(S)-1,2-Butanediol"
641012,CCC(CO)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,BMRWNKZVCUKKSR-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,90.35882808,35,"(R)-Butane-1,2-diol"
9833928,CC(=O)C(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,LCTONWCANYUPML-VQEHIDDOSA-N,C3H4O3,89.05,67.43402583,18.20718697,no mp data,89.6267272,38,Pyruvic-2-13C acid
12216207,CCCC(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,FERIUCNNQQJTOY-LBPDFUHNSA-N,C4H8O2,89.1,67.39618406,18.196969699999997,no mp data,89.61650993,39,Butyric acid-2-13C
12695786,CC(CO)NC,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,PXWASTUQOKUFKY-BYPYZUCNSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,89.60834436,40,(2S)-2-(Methylamino)propan-1-OL
12695787,CC(CO)NC,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,PXWASTUQOKUFKY-SCSAIBSYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,89.60834436,40,(2R)-2-(Methylamino)propan-1-ol
12216210,CCCC(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,FERIUCNNQQJTOY-FIBGUPNXSA-N,C4H8O2,91.12,65.90210711,17.79356892,no mp data,89.21310915,42,"Butyric acid-4,4,4-d3"
68535,CC#CC(=O)O,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,LUEHNHVFDCZTGL-UHFFFAOYSA-N,C4H4O2,84.07,71.42857143,19.28571429,78,89.12479475,43,2-Butynoic acid
16213394,CCCC(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,FERIUCNNQQJTOY-JCDJMFQYSA-N,C4H8O2,92.07600000000001,65.2178635,17.60882315,no mp data,89.02836338,44,"(1,2,3,4-13C4)Butanoic acid"
12180,CCCC(=O)OC,True,['H225'],0,100.0,55.0,0,100.0,18.0,UUIQMZJEGPQKFD-UHFFFAOYSA-N,C5H10O2,102.13,58.79761089,15.87535494,-85.8,88.87535494,45,Methyl butyrate
6993810,CCCCC(C)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,QNVRIHYSUZMSGM-ZCFIWIBFSA-N,C6H14O,102.17,58.77459137,15.86913967,no mp data,88.86913967,46,(R)-(-)-2-Hexanol
29420,CCOC(C)CO,True,['H226'],0,100.0,55.0,0,100.0,18.0,DEDUBNVYPMOFDR-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47,2-Ethoxy-1-propanol
40895,CCC(COC)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,CSZZMFWKAQEMPB-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47,1-Methoxy-2-butanol
85854,CCC(CO)OC,True,['H226'],0,100.0,55.0,0,100.0,18.0,IPUDBCXGMBSQGH-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47,2-Methoxybutan-1-ol
12651696,CCC(COC)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,CSZZMFWKAQEMPB-RXMQYKEDSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47,(R)-1-Methoxy-butan-2-ol
17291,CC(CCO)OC,True,['H226'],0,100.0,55.0,0,100.0,18.0,JSGVZVOGOQILFM-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,88.56745079,47,3-Methoxy-1-butanol
71309603,C1=NC=NN1,True,"['H302', 'H319', 'H361']",110,87.35632184,48.04597701,0,100.0,18.0,NSPMIYGKQJPBQR-FRSWOAELSA-N,C2H3N3,72.05,83.34489938,22.50312283,no mp data,88.54909984,52,"(1,2,4-15N3)1H-1,2,4-Triazole"
12216213,CCCC(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,FERIUCNNQQJTOY-NCKGIQLSSA-N,C4H8O2,95.15,63.11087756,17.03993694,no mp data,88.45947717,53,Butyric-d7 acid
5951,C(C(C(=O)O)N)O,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3,105.09,57.14149776,15.4282044,228,88.42820440000001,54,Serine
1060,CC(=O)C(=O)O,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,LCTONWCANYUPML-UHFFFAOYSA-N,C3H4O3,88.06,68.19214172,18.41187826,13.8,88.25095872,55,Pyruvic acid
16213375,C1=CN=CN1,True,"['H302', 'H314', 'H360']",125,85.63218391,47.09770115,0,100.0,18.0,RAXXELZNTBOGNW-MQIHXRCWSA-N,C3H4N2,70.06,85.71224665,23.14230659,no mp data,88.24000774,56,Imidazole-15N2
6657,CCC(C(=O)O)N,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,QWCKQJZIFLGMSD-UHFFFAOYSA-N,C4H9NO2,103.12,58.23312645,15.72294414,no mp data,88.09076023,57,2-Aminobutyric acid
2761506,CC(CC(=O)O)N,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,OQEBBZSWEGYTPG-VKHMYHEASA-N,C4H9NO2,103.12,58.23312645,15.72294414,no mp data,88.09076023,57,(S)-3-Aminobutyric acid
82140,C1=CN=C(N1)N,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,DEPDDPLQZYCHOH-UHFFFAOYSA-N,C3H5N3,83.09,72.27103141,19.51317848,no mp data,88.08789112,59,1H-Imidazol-2-amine
13000297,C(CO)N,True,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100.0,18.0,HZAXFHJVJLSVMW-OUBTZVSYSA-N,C2H7NO,62.076,96.73625878,26.11878987,no mp data,88.05557148,60,2-Amino(213C)ethanol
10329242,C(CO)N,True,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100.0,18.0,HZAXFHJVJLSVMW-LBPDFUHNSA-N,C2H7NO,62.08,96.73002577,26.11710696,no mp data,88.05388857,61,Ethanolamine-15N
10176093,CC(=O)C(=O)O,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,LCTONWCANYUPML-LBPDFUHNSA-N,C3H4O3,89.05,67.43402583,18.20718697,no mp data,88.04626743,62,Pyruvic acid-1-13C
53422469,COCC(CF)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,NTOZUEOZUOBUTO-UHFFFAOYSA-N,C4H9FO2,108.11,55.54527796,14.99722505,no mp data,87.99722505,63,1-Fluoro-3-methoxy-2-propanol
53915682,CC=CC1=CC=CO1,True,['H225'],0,100.0,55.0,0,100.0,18.0,IGWQTPINFQSICW-UHFFFAOYSA-N,C7H8O,108.14,55.52986869,14.99306455,no mp data,87.99306455,64,2-(Prop-1-en-1-yl)furan
12260247,CC=CC1=CC=CO1,True,['H225'],0,100.0,55.0,0,100.0,18.0,IGWQTPINFQSICW-DUXPYHPUSA-N,C7H8O,108.14,55.52986869,14.99306455,no mp data,87.99306455,64,2-Propenylfuran
170267,C#CC(C(=O)O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,LWNHDEQKHFRYMD-UHFFFAOYSA-N,C4H4O3,100.07,60.0079944,16.20215849,no mp data,87.93779067,66,2-Hydroxy-3-butynoic acid
18053,CC(CCO)CO,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,MWCBGWLCXSUTHK-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,87.93526688,67,"2-Methyl-1,4-butanediol"
84682,CCC(C)O,True,"['H226', 'H319', 'H335', 'H336']",110,87.35632184,48.04597701,0,100.0,18.0,BTANRVKWQNVYAZ-SCSAIBSYSA-N,C4H10O,74.12,81.01726929,21.87466271,-114.7,87.92063972,68,(R)-(-)-2-Butanol
444683,CCC(C)O,True,"['H226', 'H319', 'H335', 'H336']",110,87.35632184,48.04597701,0,100.0,18.0,BTANRVKWQNVYAZ-BYPYZUCNSA-N,C4H10O,74.12,81.01726929,21.87466271,no mp data,87.92063972,68,(S)-(+)-2-Butanol
18377217,C1=C(NC=N1)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,VKFMHRMTBYXHKO-UHFFFAOYSA-N,C3H4N2O,84.08,71.42007612,19.28342055,no mp data,87.85813320000001,70,1H-Imidazol-5-ol
12200726,CC1=CC=CO1,True,"['H225', 'H331']",75,91.37931034,50.25862069,0,100.0,18.0,VQKFNUFAXTZWDK-OUBTZVSYSA-N,C5H6O,83.09,72.27103141,19.51317848,no mp data,87.77179917,71,2-Methyl-13C-furan
71308838,C(CO)N,True,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100.0,18.0,HZAXFHJVJLSVMW-ZDOIIHCHSA-N,C2H7NO,63.068999999999996,95.21317922,25.70755839,no mp data,87.64434,72,"2-Amino(1,2-13C2)ethanol"
11701027,C1=CN=CN1,True,"['H302', 'H314', 'H360']",125,85.63218391,47.09770115,0,100.0,18.0,RAXXELZNTBOGNW-MSWVZFBTSA-N,C3H4N2,72.1,83.28710125,22.48751734,no mp data,87.58521849,73,Imidazole-d4
10153982,CC(=O)O,True,"['H226', 'H312', 'H314', 'H331', 'H412']",150,82.75862069,45.51724138,50,85.71428571,15.42857143,QTBSBXVTEAMEQO-VQEHIDDOSA-N,C2H4O2,61.045,98.37005488,26.55991482,no mp data,87.50572762,74,Acetic acid C-13
10464296,C(C(=O)O)O,True,"['H302', 'H314', 'H318']",100,88.50574713,48.67816092,0,100.0,18.0,AEMRFAOFKBGASW-ZDOIIHCHSA-N,C2H4O3,78.03699999999999,76.95067724,20.77668286,no mp data,87.45484378,75,CID 10464296
11266,CCC(C(=O)O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,AFENDNXGAFYKQO-UHFFFAOYSA-N,C4H8O3,104.1,57.68491835,15.57492795,44.2,87.31056014,76,2-Hydroxybutyric acid
448893,CCC(C)C(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,WLAMNBDJUVNPJU-BYPYZUCNSA-N,C5H10O2,102.13,58.79761089,15.87535494,no mp data,87.29489517,77,(S)-2-Methylbutanoic acid
46780460,COC1=CC=CC=C1,True,['H226'],0,100.0,55.0,0,100.0,18.0,RDOXTESZEPMUJZ-WBJZHHNVSA-N,C7H8O,114.094,52.63204025,14.21065087,no mp data,87.21065087,78,Anisole-13C6
612,CC(C(=O)O)O,True,"['H315', 'H318', 'H314']",60,93.10344828,51.20689655,0,100.0,18.0,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,C3H6O3,90.08,66.66296625,17.99900089,16.8,87.20589744,79,Lactic acid
107689,CC(C(=O)O)O,True,"['H314', 'H315', 'H318']",60,93.10344828,51.20689655,0,100.0,18.0,JVTAAEKCZFNVCJ-REOHCLBHSA-N,C3H6O3,90.08,66.66296625,17.99900089,16.8,87.20589744,79,L-Lactic acid
61503,CC(C(=O)O)O,True,"['H315', 'H318', 'H314']",60,93.10344828,51.20689655,0,100.0,18.0,JVTAAEKCZFNVCJ-UWTATZPHSA-N,C3H6O3,90.08,66.66296625,17.99900089,40.86666667,87.20589744,79,D-Lactic acid
7363,C1=COC(=C1)CS,True,['H226'],0,100.0,55.0,0,100.0,18.0,ZFFTZDQKIXPDAF-UHFFFAOYSA-N,C5H6OS,114.17,52.59700447,14.20119121,no mp data,87.20119121,82,Furfuryl mercaptan
12216201,CC(C)CC(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,GWYFCOCPABKNJV-HOSYLAQJSA-N,C5H10O2,103.12,58.23312645,15.72294414,no mp data,87.14248437,83,Isovaleric acid-1-13C
80283,CCC(C(=O)O)N,True,['H317'],25,97.12643678,53.41954023,0,100.0,18.0,QWCKQJZIFLGMSD-VKHMYHEASA-N,C4H9NO2,103.12,58.23312645,15.72294414,291,87.14248437,83,L-2-Aminobutyric acid
71309106,C(CCO)CO,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,WERYXYBDKMZEQL-JCDJMFQYSA-N,C4H10O2,94.09200000000001,63.82051609,17.23153934,no mp data,87.0706198,85,"(1,2,3,4-13C4)Butane-1,4-diol"
9812753,CCCC(=O)O,True,"['H314', 'H412']",25,97.12643678,53.41954023,50,85.71428571,15.42857143,FERIUCNNQQJTOY-AZXPZELESA-N,C4H8O2,89.1,67.39618406,18.196969699999997,no mp data,87.04508136,86,Butyric acid-1-13C
5702566,CC(C(=O)O)OC,True,['H318'],25,97.12643678,53.41954023,0,100.0,18.0,ICPWFHKNYYRBSZ-VKHMYHEASA-N,C4H8O3,104.1,57.68491835,15.57492795,no mp data,86.99446818,87,(S)-2-Methoxypropanoic acid
2733584,CC(C(=O)O)OC,True,['H318'],25,97.12643678,53.41954023,0,100.0,18.0,ICPWFHKNYYRBSZ-GSVOUGTGSA-N,C4H8O3,104.1,57.68491835,15.57492795,no mp data,86.99446818,87,(R)-2-Methoxypropanoic Acid
16213534,CCCC(=O)O,True,"['H314', 'H412']",25,97.12643678,53.41954023,50,85.71428571,15.42857143,FERIUCNNQQJTOY-CQDYUVAPSA-N,C4H8O2,90.09,66.65556666,17.997003,no mp data,86.84511466,89,"Butyric acid-1,2-13C2"
60046,C1COCN1CCO,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,UPIKAIAOTXEAAZ-UHFFFAOYSA-N,C5H11NO2,117.15,51.25906957,13.83994878,no mp data,86.83994878,90,3-Oxazolidineethanol
13000300,C(CO)N,True,"['H302', 'H312', 'H314', 'H332']",175,79.88505747,43.93678161,0,100.0,18.0,HZAXFHJVJLSVMW-LNLMKGTHSA-N,C2H7NO,65.11,92.22853632,24.90170481,no mp data,86.83848642,91,"Ethanol-1,1,2,2-d4-amine"
7519,COC1=CC=CC=C1,True,"['H226', 'H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,RDOXTESZEPMUJZ-UHFFFAOYSA-N,C7H8O,108.14,55.52986869,14.99306455,-37,86.72869673,92,Anisole
12374,C(CCCO)CCO,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,XXMIOPMDWAUFGU-UHFFFAOYSA-N,C6H14O2,118.17,50.81662012,13.72048743,41.5,86.72048743,93,"Hexane-1,6-diol"
53915657,CC(CF)C(=O)O,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,IGWDEZHXQDTZQV-UHFFFAOYSA-N,C4H7FO2,106.1,56.59754948,15.28133836,no mp data,86.70087859,94,3-Fluoro-2-methylpropanoic acid
59638552,CC1=NC=CN1,True,"['H302', 'H314']",75,91.37931034,50.25862069,0,100.0,18.0,LXBGSDVWAMZHDD-RSRPWSGMSA-N,C4H6N2,88.14,68.13024733,18.39516678,no mp data,86.65378747,95,"1,4,5-Trideuterio-2-(trideuteriomethyl)imidazole"
6288,CC(C(C(=O)O)N)O,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3,119.12,50.4113499,13.61106447,256,86.61106447,96,L-Threonine
66774,COC(=O)CO,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GSJFXBNYJCXDGI-UHFFFAOYSA-N,C3H6O3,90.08,66.66296625,17.99900089,no mp data,86.57371353,97,Methyl glycolate
637497,CC(CCO)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,PUPZLCDOIYMWBV-SCSAIBSYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98,"(R)-Butane-1,3-diol"
446973,CC(CCO)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,PUPZLCDOIYMWBV-BYPYZUCNSA-N,C4H10O2,90.12,66.63337772,17.99101198,<-50 ,86.56572463,98,"(S)-(+)-1,3-Butanediol"
439888,CC(C(C)O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,OWBTYPJTUOEWEK-IMJSIDKUSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98,"(2S,3S)-Butane-2,3-diol"
68410,CC(C)(CO)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BTVWZWFKMIUSGS-UHFFFAOYSA-N,C4H10O2,90.12,66.63337772,17.99101198,no mp data,86.56572463,98,"2-Methylpropane-1,2-diol"
12695785,CC(CO)NC,True,"['H302', 'H314']",75,91.37931034,50.25862069,0,100.0,18.0,PXWASTUQOKUFKY-UHFFFAOYSA-N,C4H11NO,89.14,67.36594122,18.18880413,no mp data,86.44742482,102,2-(Methylamino)propan-1-ol
286,C(C(=O)O)ON,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,NQRKYASMKDDGHT-UHFFFAOYSA-N,C2H5NO3,91.07,65.93828923,17.80333809,no mp data,86.37805074,103,Aminooxyacetic acid
71309481,CC1=CC=C(O1)C,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,GSNUFIFRDBKVIE-ZDOIIHCHSA-N,C6H8O,98.11,61.20680868,16.52583834,no mp data,86.3649188,104,"2,5-Di((113C)methyl)furan"
439963,C(CC=O)CC(=O)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,C5H8O3,116.11,51.71819826,13.96391353,no mp data,86.33172962,105,5-Oxopentanoic acid
9755,C(CCF)CO,True,"['H226', 'H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,SHOBGSRUFRALBO-UHFFFAOYSA-N,C4H9FO,92.11,65.19379003,17.60232331,no mp data,86.17703595,106,4-Fluoro-1-butanol
71309697,CCCCO,True,"['H226', 'H302', 'H315', 'H319', 'H335']",120,86.20689655,47.41379310000001,0,100.0,18.0,LRHPLDYGYMQRHN-JCDJMFQYSA-N,C4H10O,78.093,76.8954964,20.76178403,no mp data,86.17557713,107,"(1,2,3,4-13C4)Butan-1-ol"
520445,CCC(C(=O)OC)O,True,"['H226', 'H319']",10,98.85057471,54.36781609,0,100.0,18.0,DDMCDMDOHABRHD-UHFFFAOYSA-N,C5H10O3,118.13,50.83382714,13.72513333,no mp data,86.09294942,108,Methyl 2-hydroxybutanoate
