HBA,HBA Mole Fraction,HBA_MW,HBD,HBD_MW,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>","Temperature, K"
methyltriphenylphosphonium bromide,0.14,357.23,2-aminoethan-1-ol,61.08,101.3,1059.8,358.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1040,293.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,1029,293.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,1014,293.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1034,303.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,1023,303.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,1008,303.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1027,313.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,1017,313.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,1001,313.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1020,323.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,1010,323.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,995,323.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1014,333.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,1004,333.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,988,333.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1007,343.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,997,343.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,982,343.15
tetrabutylammonium chloride,0.167,277.92,glycerol,92.09,101,1000,353.15
tetrabutylammonium chloride,0.2,277.92,glycerol,92.09,101,991,353.15
tetrabutylammonium chloride,0.25,277.92,glycerol,92.09,101,976,353.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1145,293.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1130,293.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1105,293.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1138,303.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1123,303.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1099,303.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1132,313.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1117,313.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1092,313.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1125,323.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1110,323.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1086,323.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1119,333.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1104,333.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1079,333.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1112,343.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1097,343.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1073,343.15
tetrabutylammonium chloride,0.2,277.92,"1,2-ethanediol",62.07,101,1106,353.15
tetrabutylammonium chloride,0.25,277.92,"1,2-ethanediol",62.07,101,1091,353.15
tetrabutylammonium chloride,0.333,277.92,"1,2-ethanediol",62.07,101,1067,353.15
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1137,293.4
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1130,303.3
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1123,313.3
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1116,323.3
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1110,333.1
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1102,343.1
tetrapropylammonium bromide,0.2,266.27,"1,2-ethanediol",62.07,101,1097,353.2
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1137,293.4
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1130,303.5
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1123,313.3
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1117,323.3
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1110,333.3
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1103,343.3
tetrapropylammonium bromide,0.25,266.27,"1,2-ethanediol",62.07,101,1096,353.2
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1139,293.4
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1132,303.4
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1125,313.3
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1119,323.3
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1112,333.3
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1105,343.3
tetrapropylammonium bromide,0.3333,266.27,"1,2-ethanediol",62.07,101,1098,353.3
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1218,293.3
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1211,303.3
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1205,313.1
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1198,323.3
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1191,333.2
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1184,343.4
tetrapropylammonium bromide,0.25,266.27,glycerol,92.09,101,1178,353.2
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1208,293
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1201,303.4
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1195,313.4
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1188,323.3
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1181,333
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1175,343.2
tetrapropylammonium bromide,0.3333,266.27,glycerol,92.09,101,1168,353.3
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1194,293
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1187,303.4
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1181,313.4
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1174,323.4
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1167,333.2
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1161,343.4
tetrapropylammonium bromide,0.5,266.27,glycerol,92.09,101,1154,353.3
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1146,293
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1139,303.1
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1132,313.1
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1125,323.2
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1118,333.3
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1110,343.2
tetrapropylammonium bromide,0.25,266.27,triethylene glycol,150.17,101,1103,353.4
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1146,293.2
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1140,303.1
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1133,313
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1126,323.2
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1119,333.3
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1111,343.3
tetrapropylammonium bromide,0.3333,266.27,triethylene glycol,150.17,101,1104,353.4
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1147,293.2
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1140,303.2
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1133,313.3
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1126,323.3
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1119,333.3
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1112,343.3
tetrapropylammonium bromide,0.4,266.27,triethylene glycol,150.17,101,1105,353.4
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,1027,293.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,1007,293.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,996,293.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,990,293.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,1021,303.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,1001,303.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,990,303.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,985,303.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,1015,313.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,995,313.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,984,313.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,980,313.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,1009,323.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,989,323.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,978,323.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,973,323.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,1003,333.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,983,333.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,972,333.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,968,333.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,997,343.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,976,343.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,966,343.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,961,343.15
tetrabutylammonium chloride,0.5,277.92,triethylene glycol,150.17,101,991,353.15
tetrabutylammonium chloride,0.667,277.92,triethylene glycol,150.17,101,970,353.15
tetrabutylammonium chloride,0.75,277.92,triethylene glycol,150.17,101,960,353.15
tetrabutylammonium chloride,0.8,277.92,triethylene glycol,150.17,101,955,353.15
tetrapropylammonium chloride,0.013,221.81,water,18.02,101,995.5,298.15
tetrapropylammonium chloride,0.013,221.81,water,18.02,101,991.5,308.15
tetrapropylammonium chloride,0.013,221.81,water,18.02,101,986.9,318.15
tetrapropylammonium chloride,0.013,221.81,water,18.02,101,979.4,328.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,996.2,298.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,991,308.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,985.4,318.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,979.3,328.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,972.6,338.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,963.5,348.15
tetrapropylammonium chloride,0.0306,221.81,water,18.02,101,941.1,358.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,998.5,298.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,991.9,308.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,985.1,318.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,978.2,328.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,971.1,338.15
tetrapropylammonium chloride,0.0556,221.81,water,18.02,101,963.9,348.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,997.2,298.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,990,308.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,982.8,318.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,975.5,328.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,968.2,338.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,960.8,348.15
tetrapropylammonium chloride,0.0934,221.81,water,18.02,101,953.3,358.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,990.1,298.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,983.3,308.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,976.4,318.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,969.6,328.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,962.6,338.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,955.6,348.15
tetrapropylammonium chloride,0.1574,221.81,water,18.02,101,948.6,358.15
tetraethylammonium chloride,0.0173,165.71,water,18.02,101,1000.2,298.15
tetraethylammonium chloride,0.0173,165.71,water,18.02,101,996.7,308.15
tetraethylammonium chloride,0.0173,165.71,water,18.02,101,992.3,318.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,1005.7,298.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,1001.1,308.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,996.5,318.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,990.9,328.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,982.8,338.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,971.4,348.15
tetraethylammonium chloride,0.0403,165.71,water,18.02,101,953.1,358.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,1014.9,298.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,1009.5,308.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,1003.9,318.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,998.3,328.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,992.2,338.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,985.7,348.15
tetraethylammonium chloride,0.0727,165.71,water,18.02,101,977.1,358.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,1027,298.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,1020.8,308.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,1014.4,318.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,1008,328.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,1001.5,338.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,995.1,348.15
tetraethylammonium chloride,0.1213,165.71,water,18.02,101,988.4,358.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1035.4,298.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1029.1,308.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1022.8,318.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1016.4,328.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1010,338.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,1003.4,348.15
tetraethylammonium chloride,0.1994,165.71,water,18.02,101,997.2,358.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1289,298.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1286,303.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1282,308.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1278,313.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1274,318.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1271,323.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1267,328.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1263,333.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1260,338.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1257,343.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1253,348.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1250,353.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1246,358.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1242,363.15
methyltriphenylphosphonium bromide,0.2,357.23,glycerol,92.09,101,1238,368.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1298,298.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1294,303.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1291,308.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1287,313.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1284,318.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1281,323.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1277,328.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1274,333.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1270,338.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1266,343.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1263,348.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1259,353.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1256,358.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1252,363.15
methyltriphenylphosphonium bromide,0.25,357.23,glycerol,92.09,101,1249,368.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1303,303.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1295,313.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1289,323.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1282,333.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1275,343.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1268,353.15
methyltriphenylphosphonium bromide,0.33,357.23,glycerol,92.09,101,1262,363.15
